PeakID	seqnames.x	start.x	end.x	width.x	strand.x	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	X	seqnames.y	start.y	end.y	width.y	strand.y	Conc	Conc_CFUE	Conc_ERY	Fold	p.value	FDR
chr3_95959117_95959517	chr3	95959117	95959517	401	*	Distal Intergenic	3	95944204	95945523	1320	1	66471	ENSMUST00000168471.1	14913	ENSMUSG00000015749	Anp32e	acidic nuclear phosphoprotein 32 family member E	6439	chr3	95959117	95959517	401	*	5.99178667237552	5.4168234976962	6.4017983984536	-0.561672648746962	0.00511210926710753	0.0322549562346292
chr3_95995872_95996272	chr3	95995872	95996272	401	*	Promoter (<=1kb)	3	95988429	95996001	7573	2	67220	ENSMUST00000015889.9	0	ENSMUSG00000015745	Plekho1	pleckstrin homology domain containing, family O member 1	5575	chr3	95995872	95996272	401	*	5.73651846296874	6.20691181723836	5.03403349295244	0.624505508576878	0.00300432569444486	0.0218903556948932
chr3_96172080_96173231	chr3	96172080	96173231	1152	*	Promoter (<=1kb)	3	96172332	96177564	5233	1	107701	ENSMUST00000076372.4	0	ENSMUSG00000068856	Sf3b4	splicing factor 3b, subunit 4	5513	chr3	96172080	96173231	1152	*	9.87044747800056	9.67571093380525	10.0419970818148	-0.327905170958166	0.0028735819946549	0.0211763133859686
chr3_96427777_96428354	chr3	96427777	96428354	578	*	Distal Intergenic	3	96414437	96414859	423	2	21748	ENSMUST00000082862.1	-12918	ENSMUSG00000118406	Terc	telomerase RNA component	1943	chr3	96427777	96428354	578	*	8.66600493485685	8.29057807909816	8.96363388219925	-0.57439591503938	2.65957005618936e-05	0.000556100631357721
chr3_96547434_96547834	chr3	96547434	96547834	401	*	Distal Intergenic	3	96555765	96557815	2051	2	100038464	ENSMUST00000098839.2	9981	ENSMUSG00000074398	Gm15441	predicted gene 15441	4861	chr3	96547434	96547834	401	*	6.59457714969176	6.07412288886385	6.97624561051284	-0.592009353397059	0.00172672992933873	0.01443156898565
chr3_96557652_96558052	chr3	96557652	96558052	401	*	Promoter (<=1kb)	3	96555765	96557815	2051	2	100038464	ENSMUST00000098839.2	0	ENSMUSG00000074398	Gm15441	predicted gene 15441	2422	chr3	96557652	96558052	401	*	11.0458762756294	10.811882722948	11.247161389115	-0.398694671261985	7.8961379078993e-05	0.0013245103005129
chr3_96576690_96577090	chr3	96576690	96577090	401	*	5' UTR	3	96578402	96580155	1754	2	69870	ENSMUST00000141579.1	3065	ENSMUSG00000028104	Polr3gl	polymerase (RNA) III (DNA directed) polypeptide G like	5421	chr3	96576690	96577090	401	*	8.76489740291773	8.51683405718476	8.97650028719894	-0.389282665118425	0.00266805173701175	0.019992434835219
chr3_96629501_96630666	chr3	96629501	96630666	1166	*	Promoter (<=1kb)	3	96606659	96629820	23162	2	229613	ENSMUST00000160818.1	0	ENSMUSG00000045327	6330549D23Rik	RIKEN cDNA 6330549D23 gene	2003	chr3	96629501	96630666	1166	*	10.3981804965748	10.088161186231	10.6532207477301	-0.49989035242508	3.12832577046303e-05	0.00063452067437145
chr3_96728265_96728868	chr3	96728265	96728868	604	*	Promoter (<=1kb)	3	96727839	96783720	55882	1	67845	ENSMUST00000199974.1	426	ENSMUSG00000028098	Rnf115	ring finger protein 115	3736	chr3	96728265	96728868	604	*	7.61425720346703	7.20513519747277	7.93262432470119	-0.563438166167512	0.00056088157301421	0.00609928684872813
chr3_96759574_96760177	chr3	96759574	96760177	604	*	3' UTR	3	96727839	96783720	55882	1	67845	ENSMUST00000199974.1	31735	ENSMUSG00000028098	Rnf115	ring finger protein 115	288	chr3	96759574	96760177	604	*	6.67743474063183	5.30049915904265	7.36893694335037	-1.88160958489865	1.26923055583772e-12	1.79045242333399e-10
chr3_96772957_96773357	chr3	96772957	96773357	401	*	Intron (ENSMUST00000029740.13/67845, intron 3 of 8)	3	96800155	96814521	14367	2	54215	ENSMUST00000047702.7	41164	ENSMUSG00000038304	Cd160	CD160 antigen	2736	chr3	96772957	96773357	401	*	5.16067398825613	3.81631923833148	5.84429850523562	-1.15513440938778	0.00013744804825127	0.00204097290069603
chr3_97628528_97629018	chr3	97628528	97629018	491	*	Promoter (<=1kb)	3	97628804	97655282	26479	1	14263	ENSMUST00000107050.7	0	ENSMUSG00000028088	Fmo5	flavin containing monooxygenase 5	6309	chr3	97628528	97629018	491	*	8.02800955756627	8.2763761308049	7.7278073324757	0.428733091212981	0.00476188194896716	0.0306639074273548
chr3_97680501_97680901	chr3	97680501	97680901	401	*	Distal Intergenic	3	97690509	97690562	54	2	102466229	ENSMUST00000184178.1	9661	ENSMUSG00000098381	Mir7225	microRNA 7225	1689	chr3	97680501	97680901	401	*	6.81168811954335	6.12015601137651	7.27719674245831	-0.882529653449087	1.17446222688148e-05	0.000282503711613464
chr3_98081999_98082764	chr3	98081999	98082764	766	*	Exon (ENSMUST00000198324.1/18129, exon 5 of 8)	3	98013538	98150361	136824	1	18129	ENSMUST00000079812.7	68461	ENSMUSG00000027878	Notch2	notch 2	7203	chr3	98081999	98082764	766	*	9.55812269715719	9.74165141965946	9.34779649328365	0.334493192113069	0.00765533101759162	0.0431782775581973
chr3_98085782_98086324	chr3	98085782	98086324	543	*	Intron (ENSMUST00000198324.1/18129, intron 5 of 7)	3	98013538	98150361	136824	1	18129	ENSMUST00000079812.7	72244	ENSMUSG00000027878	Notch2	notch 2	7567	chr3	98085782	98086324	543	*	9.43838805388036	9.62339973604993	9.22611106997446	0.335079408091392	0.00907589119540835	0.0487271909926179
chr4_100993950_100994868	chr4	100993950	100994868	919	*	Promoter (<=1kb)	4	100994611	101003061	8451	1	320508	ENSMUST00000123475.1	0	ENSMUSG00000028532	Cachd1	cache domain containing 1	1663	chr4	100993950	100994868	919	*	10.196380106157	9.91614341636898	10.4309354923725	-0.467732562482895	1.07782889888652e-05	0.000263313016687087
chr4_100995196_100995900	chr4	100995196	100995900	705	*	Promoter (<=1kb)	4	100994710	101003231	8522	1	320508	ENSMUST00000136430.1	486	ENSMUSG00000028532	Cachd1	cache domain containing 1	2595	chr4	100995196	100995900	705	*	8.42423592266087	8.07019691924673	8.70828728945119	-0.536633240175542	0.000108154380803348	0.00169325164890081
chr4_101155569_101155969	chr4	101155569	101155969	401	*	Promoter (<=1kb)	4	101154249	101155119	871	2	16451	ENSMUST00000151235.1	-450	ENSMUSG00000028530	Jak1	Janus kinase 1	740	chr4	101155569	101155969	401	*	7.41584599748084	6.67266186552939	7.90392972875703	-1.02925463434922	3.94722749070404e-08	2.16430772876131e-06
chr4_101176152_101176552	chr4	101176152	101176552	401	*	Intron (ENSMUST00000102781.9/16451, intron 8 of 24)	4	101179591	101185425	5835	2	16451	ENSMUST00000136167.7	8873	ENSMUSG00000028530	Jak1	Janus kinase 1	4924	chr4	101176152	101176552	401	*	6.1279480190655	5.49952816429922	6.5642329644228	-0.6335195615281	0.00179796306376575	0.0148346558471996
chr4_101234370_101235017	chr4	101234370	101235017	648	*	Intron (ENSMUST00000102781.9/16451, intron 1 of 24)	4	101181912	101265223	83312	2	16451	ENSMUST00000132292.1	30206	ENSMUSG00000028530	Jak1	Janus kinase 1	5735	chr4	101234370	101235017	648	*	7.29038140081803	6.92887031227879	7.57921370979284	-0.483281984581794	0.00332701337883013	0.0235687136079741
chr4_101252010_101252410	chr4	101252010	101252410	401	*	Intron (ENSMUST00000102781.9/16451, intron 1 of 24)	4	101181912	101265223	83312	2	16451	ENSMUST00000132292.1	12813	ENSMUSG00000028530	Jak1	Janus kinase 1	7244	chr4	101252010	101252410	401	*	6.53379339377375	6.0947576334186	6.869931139675	-0.490763824118512	0.00782972567339649	0.0439088833248046
chr4_101349421_101349821	chr4	101349421	101349821	401	*	Promoter (2-3kb)	4	101346945	101347027	83	2	387143	ENSMUST00000083517.1	-2394	ENSMUSG00000065451	Mir101a	microRNA 101a	5477	chr4	101349421	101349821	401	*	6.49660049552916	6.00757602540367	6.86116539569181	-0.562290171907167	0.00279792885483213	0.020752075035284
chr4_101509162_101509562	chr4	101509162	101509562	401	*	Promoter (1-2kb)	4	101508030	101599104	91075	1	72685	ENSMUST00000146489.1	1132	ENSMUSG00000028528	Dnajc6	DnaJ heat shock protein family (Hsp40) member C6	3961	chr4	101509162	101509562	401	*	7.50382725960101	7.81619984836236	7.10457629163279	0.550140302437734	0.00072527136947601	0.00743694305855569
chr4_101646953_101647486	chr4	101646953	101647486	534	*	Promoter (<=1kb)	4	101647718	101659364	11647	1	230514	ENSMUST00000030254.14	-232	ENSMUSG00000035212	Leprot	leptin receptor overlapping transcript	4738	chr4	101646953	101647486	534	*	10.1737723186811	10.36347547937	9.95529314493859	0.359001171457126	0.0015658617275298	0.0134268181520374
chr4_101654814_101655214	chr4	101654814	101655214	401	*	Intron (ENSMUST00000030254.14/230514, intron 2 of 3)	4	101647793	101659364	11572	1	230514	ENSMUST00000106927.1	7021	ENSMUSG00000035212	Leprot	leptin receptor overlapping transcript	7303	chr4	101654814	101655214	401	*	8.09819230543978	8.31858080853987	7.83795871713053	0.386249422095934	0.00803030364287966	0.0446715970287625
chr4_102478759_102479159	chr4	102478759	102479159	401	*	Intron (ENSMUST00000106911.7/18578, intron 3 of 16)	4	102470397	102488046	17650	1	18578	ENSMUST00000133632.1	8362	ENSMUSG00000028525	Pde4b	phosphodiesterase 4B, cAMP specific	4169	chr4	102478759	102479159	401	*	4.15857070594009	4.92993884612696	2.38809613904142	0.867577428248655	0.000913429136358019	0.00890138774833707
chr4_103119060_103119460	chr4	103119060	103119460	401	*	Promoter (<=1kb)	4	103119286	103165752	46467	1	71148	ENSMUST00000106857.7	0	ENSMUSG00000028522	Mier1	MEIR1 treanscription regulator	6413	chr4	103119060	103119460	401	*	7.3186689422665	7.6210861206496	6.93557448452389	0.479063105926414	0.00503225091261555	0.0318798156598833
chr4_106248316_106248716	chr4	106248316	106248716	401	*	Intron (ENSMUST00000140196.1/105244641, intron 2 of 4)	4	106241216	106290026	48811	1	105244641	ENSMUST00000140196.1	7100	NA	Gm12724	predicted gene 12724	7560	chr4	106248316	106248716	401	*	7.6149350762994	7.31926630272932	7.86019391782014	-0.407056623811216	0.00904360700437881	0.0485998176940341
chr4_106281732_106282132	chr4	106281732	106282132	401	*	Intron (ENSMUST00000140196.1/105244641, intron 4 of 4)	4	106316213	106441317	125105	1	329908	ENSMUST00000165709.7	-34081	ENSMUSG00000028514	Usp24	ubiquitin specific peptidase 24	3261	chr4	106281732	106282132	401	*	6.77992098232629	7.18603040222387	6.21265057709717	0.692781841586218	0.000310125680786554	0.00386368476949258
chr4_106296644_106297044	chr4	106296644	106297044	401	*	Distal Intergenic	4	106316213	106441317	125105	1	329908	ENSMUST00000165709.7	-19169	ENSMUSG00000028514	Usp24	ubiquitin specific peptidase 24	4195	chr4	106296644	106297044	401	*	5.36769839224738	4.48784383708897	5.91028114095463	-0.766877240721768	0.000945222327355086	0.00915412335958405
chr4_106436556_106436956	chr4	106436556	106436956	401	*	Exon (ENSMUST00000165709.7/329908, exon 67 of 68)	4	106428493	106430852	2360	1	329908	ENSMUST00000150521.1	8063	ENSMUSG00000028514	Usp24	ubiquitin specific peptidase 24	3604	chr4	106436556	106436956	401	*	5.18904017180627	4.17030336923625	5.78019458486745	-0.876343662799496	0.000475025651237086	0.00535484659622894
chr4_106582713_106583113	chr4	106582713	106583113	401	*	Intron (ENSMUST00000047973.3/74754, intron 6 of 8)	4	106561038	106589113	28076	1	74754	ENSMUST00000047973.3	21675	ENSMUSG00000034926	Dhcr24	24-dehydrocholesterol reductase	1528	chr4	106582713	106583113	401	*	8.0007595435205	8.35795418795917	7.52495831348238	0.687283107156709	6.35913605742068e-06	0.000169078940186407
chr4_106613357_106613958	chr4	106613357	106613958	602	*	Exon (ENSMUST00000189032.6/242602, exon 5 of 11)	4	106590909	106617238	26330	2	242602	ENSMUST00000189032.6	3280	ENSMUSG00000054362	Cimap2	ciliary microtubule associated protein 2	2342	chr4	106613357	106613958	602	*	8.31120817226051	7.91840160332097	8.61963139823373	-0.583635626791406	6.77333875975056e-05	0.00117498050295639
chr4_106708462_106708862	chr4	106708462	106708862	401	*	Promoter (<=1kb)	4	106680424	106708548	28125	2	381538	ENSMUST00000135000.7	0	ENSMUSG00000047502	Mroh7	maestro heat-like repeat family member 7	2834	chr4	106708462	106708862	401	*	6.83307070297729	6.27299396007538	7.23550247494304	-0.700232990355863	0.000165099444993226	0.00236679433724058
chr4_106908216_106908798	chr4	106908216	106908798	583	*	Promoter (1-2kb)	4	106910701	107031069	120369	1	72475	ENSMUST00000150915.7	-1903	ENSMUSG00000061887	Ssbp3	single-stranded DNA binding protein 3	2743	chr4	106908216	106908798	583	*	8.81136716766175	9.08074643402283	8.47986915280625	0.50621528510393	0.000139922277291705	0.00207241063052501
chr4_106924879_106925279	chr4	106924879	106925279	401	*	Promoter (1-2kb)	4	106923225	107038248	115024	1	72475	ENSMUST00000138475.7	1654	ENSMUSG00000061887	Ssbp3	single-stranded DNA binding protein 3	1872	chr4	106924879	106925279	401	*	8.22734232771963	7.79624372897431	8.55882195135026	-0.62913538991806	2.22419557916998e-05	0.000482705095058433
chr4_107004339_107004739	chr4	107004339	107004739	401	*	Intron (ENSMUST00000150915.7/72475, intron 4 of 8)	4	107028193	107037363	9171	1	72475	ENSMUST00000137786.1	-23454	ENSMUSG00000061887	Ssbp3	single-stranded DNA binding protein 3	4529	chr4	107004339	107004739	401	*	6.05528858320612	5.42396246280703	6.49296086256551	-0.660434986144394	0.0012884393000055	0.0115578325107802
chr4_107066327_107067330	chr4	107066327	107067330	1004	*	Promoter (<=1kb)	4	107066988	107078247	11260	1	230582	ENSMUST00000156406.7	0	ENSMUSG00000028621	Cyb5rl	cytochrome b5 reductase-like	1852	chr4	107066327	107067330	1004	*	10.8416189172963	10.5787079057915	11.0639231933642	-0.442357429736631	2.08661070979644e-05	0.000457736140965983
chr4_107164027_107164427	chr4	107164027	107164427	401	*	Intron (ENSMUST00000057043.9/66526, intron 3 of 4)	4	107176616	107177668	1053	2	66526	ENSMUST00000131474.1	13241	ENSMUSG00000028619	Tceanc2	transcription elongation factor A (SII) N-terminal and central domain containing 2	4499	chr4	107164027	107164427	401	*	7.69217555170737	7.31567054380134	7.99048028020917	-0.522129433008579	0.00125502582197055	0.0113308350288416
chr4_107177812_107179005	chr4	107177812	107179005	1194	*	Promoter (<=1kb)	4	107178399	107200996	22598	1	56374	ENSMUST00000030361.10	0	ENSMUSG00000028618	Tmem59	transmembrane protein 59	3122	chr4	107177812	107179005	1194	*	11.008686648186	10.7877050545492	11.2002726992105	-0.376771705240156	0.000247561650973351	0.00322155259259908
chr4_107223594_107223994	chr4	107223594	107223994	401	*	Distal Intergenic	4	107233759	107235980	2222	2	77809	ENSMUST00000142657.1	11986	ENSMUSG00000028617	Lrrc42	leucine rich repeat containing 42	1017	chr4	107223594	107223994	401	*	8.81854398973033	9.18126707937812	8.33284170318517	0.722924009530408	4.53986723902982e-07	1.81358098643131e-05
chr4_107453568_107453968	chr4	107453568	107453968	401	*	Intron (ENSMUST00000135835.7/230587, intron 2 of 2)	4	107438998	107635061	196064	1	230587	ENSMUST00000106738.1	14570	ENSMUSG00000034762	Glis1	GLIS family zinc finger 1	5789	chr4	107453568	107453968	401	*	6.92259116479011	6.49512204657543	7.25192713500678	-0.524808100126889	0.00345570543285974	0.0242520201452397
chr4_107458813_107459346	chr4	107458813	107459346	534	*	Intron (ENSMUST00000135835.7/230587, intron 2 of 2)	4	107438998	107635061	196064	1	230587	ENSMUST00000106738.1	19815	ENSMUSG00000034762	Glis1	GLIS family zinc finger 1	5503	chr4	107458813	107459346	534	*	8.05924988070492	7.76596904937808	8.30286512570249	-0.431640264473225	0.00285189308945642	0.0210546720961923
chr4_108866690_108867185	chr4	108866690	108867185	496	*	Distal Intergenic	4	108857492	108859282	1791	1	66073	ENSMUST00000154017.1	9198	ENSMUSG00000028567	Txndc12	thioredoxin domain containing 12 (endoplasmic reticulum)	4182	chr4	108866690	108867185	496	*	7.99320587879484	8.27835279144492	7.63746025606663	0.504170216102257	0.000930025722173951	0.00903312536164769
chr4_108878903_108879303	chr4	108878903	108879303	401	*	Promoter (<=1kb)	4	108879063	108943324	64262	1	69908	ENSMUST00000106650.8	0	ENSMUSG00000003411	Rab3b	RAB3B, member RAS oncogene family	6422	chr4	108878903	108879303	401	*	8.52467028686184	8.7415057075552	8.26937989677415	0.384307305733886	0.00505657298138205	0.0319853764920667
chr4_108959806_108960206	chr4	108959806	108960206	401	*	Exon (ENSMUST00000140919.1/77173, exon 2 of 6)	4	108942843	108972077	29235	2	77173	ENSMUST00000140919.1	11871	ENSMUSG00000086483	8030443G20Rik	RIKEN cDNA 8030443G20 gene	4040	chr4	108959806	108960206	401	*	7.06297104859781	7.41425913841916	6.59763210399519	0.589299598736491	0.000788893717058611	0.00793199973591681
chr4_108960572_108961141	chr4	108960572	108961141	570	*	Intron (ENSMUST00000140919.1/77173, intron 1 of 5)	4	108942843	108972077	29235	2	77173	ENSMUST00000140919.1	10936	ENSMUSG00000086483	8030443G20Rik	RIKEN cDNA 8030443G20 gene	1263	chr4	108960572	108961141	570	*	9.257957950033	9.56596369032997	8.8658299091542	0.61096698142249	2.10028042085378e-06	6.75598516690629e-05
chr4_109000074_109000973	chr4	109000074	109000973	900	*	Promoter (<=1kb)	4	109000655	109061777	61123	1	230598	ENSMUST00000065977.10	0	ENSMUSG00000053510	Nrdc	nardilysin convertase	6877	chr4	109000074	109000973	900	*	12.0275617664526	11.8885762068615	12.1543265164829	-0.247020208832204	0.00645583241528872	0.0381339686260815
chr4_109117927_109118474	chr4	109117927	109118474	548	*	Promoter (<=1kb)	4	109061145	109118022	56878	2	100273	ENSMUST00000084366.12	0	ENSMUSG00000028559	Osbpl9	oxysterol binding protein-like 9	4660	chr4	109117927	109118474	548	*	9.70788562910262	9.91445901996719	9.4667104491072	0.385376777669545	0.00145768967969448	0.0127084889735939
chr4_10912642_10913042	chr4	10912642	10913042	401	*	Distal Intergenic	4	10879539	10891778	12240	1	67157	ENSMUST00000142026.1	33103	ENSMUSG00000059482	Cfap418	cilia and flagella associated protein 418	3647	chr4	10912642	10913042	401	*	7.8770655666111	7.50819950482047	8.17056445954442	-0.526291388733121	0.000501640357076938	0.00558683549537293
chr4_10914599_10915180	chr4	10914599	10915180	582	*	Distal Intergenic	4	10879539	10891778	12240	1	67157	ENSMUST00000142026.1	35060	ENSMUSG00000059482	Cfap418	cilia and flagella associated protein 418	1059	chr4	10914599	10915180	582	*	10.2897499146191	9.95120979035918	10.5637536825139	-0.553217433904164	6.18533424886557e-07	2.37291382935469e-05
chr4_109406098_109406838	chr4	109406098	109406838	741	*	Promoter (<=1kb)	4	109403809	109406155	2347	2	102635290	ENSMUST00000150239.1	0	ENSMUSG00000085873	Ttc39aos1	Ttc39a opposite strand RNA 1	750	chr4	109406098	109406838	741	*	9.24095182244605	8.81113386565517	9.57167604905162	-0.677201579278763	4.2853807063013e-08	2.32136215939871e-06
chr4_109430901_109431301	chr4	109430901	109431301	401	*	Exon (ENSMUST00000064129.13/230603, exon 9 of 18)	4	109420942	109426365	5424	1	230603	ENSMUST00000139237.2	9959	ENSMUSG00000028555	Ttc39a	tetratricopeptide repeat domain 39A	2343	chr4	109430901	109431301	401	*	7.7468114002414	7.28903455784964	8.09378826435833	-0.644099097644309	6.81183215233801e-05	0.00118062880680645
chr4_109437913_109438313	chr4	109437913	109438313	401	*	Intron (ENSMUST00000064129.13/230603, intron 12 of 17)	4	109420942	109426365	5424	1	230603	ENSMUST00000139237.2	16971	ENSMUSG00000028555	Ttc39a	tetratricopeptide repeat domain 39A	2493	chr4	109437913	109438313	401	*	8.99994618311855	8.67436307662082	9.26541212912536	-0.510055365566231	9.01726361168253e-05	0.00146949205275502
chr4_109439975_109440375	chr4	109439975	109440375	401	*	Intron (ENSMUST00000064129.13/230603, intron 13 of 17)	4	109420942	109426365	5424	1	230603	ENSMUST00000139237.2	19033	ENSMUSG00000028555	Ttc39a	tetratricopeptide repeat domain 39A	5600	chr4	109439975	109440375	401	*	10.3546032348969	10.5158717831096	10.1730121028562	0.310279998227635	0.00305813889229312	0.0221862515673559
chr4_109445935_109446335	chr4	109445935	109446335	401	*	Distal Intergenic	4	109420942	109426365	5424	1	230603	ENSMUST00000139237.2	24993	ENSMUSG00000028555	Ttc39a	tetratricopeptide repeat domain 39A	941	chr4	109445935	109446335	401	*	7.34447665073614	6.65668442633437	7.80830503858307	-0.94991432497753	2.24383940310557e-07	9.68761566737192e-06
chr4_109471670_109472070	chr4	109471670	109472070	401	*	Intron (ENSMUST00000030284.9/29864, intron 1 of 2)	4	109451098	109476675	25578	2	29864	ENSMUST00000030284.9	4605	ENSMUSG00000028557	Rnf11	ring finger protein 11	3940	chr4	109471670	109472070	401	*	6.24690242100011	5.57865631912168	6.70184554652965	-0.70147582301616	0.000706246539930228	0.00728240562886939
chr4_109475357_109476392	chr4	109475357	109476392	1036	*	Promoter (<=1kb)	4	109451098	109476675	25578	2	29864	ENSMUST00000030284.9	283	ENSMUSG00000028557	Rnf11	ring finger protein 11	4378	chr4	109475357	109476392	1036	*	8.70577070153005	8.43224565939133	8.93561000370591	-0.425810626825052	0.00114211458749064	0.0105986042361769
chr4_109665136_109665890	chr4	109665136	109665890	755	*	Promoter (<=1kb)	4	109660876	109665372	4497	2	12580	ENSMUST00000063531.4	0	ENSMUSG00000028551	Cdkn2c	cyclin dependent kinase inhibitor 2C	7101	chr4	109665136	109665890	755	*	8.94343928515408	8.71015109932541	9.14420252202987	-0.361952094114302	0.00724771735843177	0.041466415029011
chr4_11166517_11166917	chr4	11166517	11166917	401	*	Promoter (2-3kb)	4	11164459	11168014	3556	1	60599	ENSMUST00000132346.1	2058	ENSMUSG00000028211	Trp53inp1	transformation related protein 53 inducible nuclear protein 1	3077	chr4	11166517	11166917	401	*	6.55469090470503	5.91840918362231	6.99471929298635	-0.735005981358946	0.000233389980434803	0.00308155175012179
chr4_112538300_112538700	chr4	112538300	112538700	401	*	Distal Intergenic	4	112557194	112647840	90647	1	329919	ENSMUST00000106560.9	-18494	ENSMUSG00000034359	Skint2	selection and upkeep of intraepithelial T cells 2	4381	chr4	112538300	112538700	401	*	7.01954695509689	6.55693488887681	7.36928451412953	-0.573900435229492	0.00114568316554238	0.0106239680354239
chr4_11322022_11322600	chr4	11322022	11322600	579	*	Promoter (<=1kb)	4	11261315	11322137	60823	2	381510	ENSMUST00000084892.11	0	ENSMUSG00000045205	Dpy19l4	dpy-19 like 4	5133	chr4	11322022	11322600	579	*	8.76541005009082	9.01121621058756	8.46894460694715	0.436678481589395	0.0021731319711672	0.0172000453131911
chr4_114997070_114997470	chr4	114997070	114997470	401	*	Promoter (2-3kb)	4	115000159	115043196	43038	1	20460	ENSMUST00000030490.12	-2689	ENSMUSG00000028718	Stil	Scl/Tal1 interrupting locus	7474	chr4	114997070	114997470	401	*	6.54581445053473	6.13583197397534	6.86470100804601	-0.476547891851916	0.00863985126937736	0.0469643079369807
chr4_115056979_115057590	chr4	115056979	115057590	612	*	Promoter (<=1kb)	4	115057438	115063570	6133	1	21349	ENSMUST00000136946.7	0	ENSMUSG00000028717	Tal1	T cell acute lymphocytic leukemia 1	964	chr4	115056979	115057590	612	*	8.87506592193086	8.41835242385417	9.22143371123619	-0.700536780010697	2.81984879996839e-07	1.1884024605427e-05
chr4_115059900_115060300	chr4	115059900	115060300	401	*	Promoter (<=1kb)	4	115059508	115070469	10962	1	21349	ENSMUST00000162489.1	392	ENSMUSG00000028717	Tal1	T cell acute lymphocytic leukemia 1	6059	chr4	115059900	115060300	401	*	7.15798480509054	6.76536214389919	7.46629490738169	-0.4996424109961	0.00405228878056453	0.0271715359445445
chr4_115085566_115085966	chr4	115085566	115085966	401	*	Promoter (2-3kb)	4	115088708	115093894	5187	1	67182	ENSMUST00000171877.7	-2742	ENSMUSG00000028716	Pdzk1ip1	PDZK1 interacting protein 1	5180	chr4	115085566	115085966	401	*	8.10779606103024	7.81113386565517	8.35373731354853	-0.439039633925901	0.00226221626292631	0.0177412458580838
chr4_115731596_115731996	chr4	115731596	115731996	401	*	Distal Intergenic	4	115737744	115774435	36692	1	230648	ENSMUST00000106525.8	-5748	ENSMUSG00000034210	Efcab14	EF-hand calcium binding domain 14	2915	chr4	115731596	115731996	401	*	6.67376043770688	6.07734112571914	7.0944924042118	-0.72217619937728	0.000186240419971329	0.00259567394242717
chr4_115838939_115839339	chr4	115838939	115839339	401	*	Promoter (<=1kb)	4	115839198	115879250	40053	1	17346	ENSMUST00000019677.11	0	ENSMUSG00000028708	Mknk1	MAP kinase-interacting serine/threonine kinase 1	3986	chr4	115838939	115839339	401	*	10.0450076265908	9.8241865858178	10.236473044889	-0.370712987844586	0.000745605623273268	0.00759952826310162
chr4_115902854_115903254	chr4	115902854	115903254	401	*	Distal Intergenic	4	115890666	115899227	8562	1	76237	ENSMUST00000165938.1	12188	ENSMUSG00000034185	Tmem275	transmembrane protein 275	7615	chr4	115902854	115903254	401	*	6.07653254896314	5.57861794602038	6.44599385761621	-0.502912391345887	0.00932758872175839	0.0497594443026436
chr4_116004090_116004490	chr4	116004090	116004490	401	*	Exon (ENSMUST00000125761.7/14073, exon 7 of 15)	4	115998306	116000068	1763	2	14073	ENSMUST00000133225.1	-4022	ENSMUSG00000034171	Faah	fatty acid amide hydrolase	3041	chr4	116004090	116004490	401	*	6.04937193109319	5.27922693177771	6.54878818964983	-0.811831477086155	0.000222746000413704	0.00297583089733888
chr4_116074141_116074541	chr4	116074141	116074541	401	*	Promoter (<=1kb)	4	116066965	116075031	8067	2	66576	ENSMUST00000050580.10	490	ENSMUSG00000063882	Uqcrh	ubiquinol-cytochrome c reductase hinge protein	4253	chr4	116074141	116074541	401	*	7.91230648994117	7.57403972931334	8.18613143840373	-0.490229626148189	0.00100826889602782	0.00963154019255171
chr4_116074963_116075508	chr4	116074963	116075508	546	*	Promoter (<=1kb)	4	116075269	116097043	21775	1	230654	ENSMUST00000030471.8	0	ENSMUSG00000028703	Lrrc41	leucine rich repeat containing 41	2055	chr4	116074963	116075508	546	*	10.9465240853284	10.6448404268205	11.1959026368399	-0.48897637601105	3.54190323405126e-05	0.000700228236933336
chr4_116464923_116465323	chr4	116464923	116465323	401	*	Promoter (<=1kb)	4	116306763	116464183	157421	2	17776	ENSMUST00000106486.7	-740	ENSMUSG00000003810	Mast2	microtubule associated serine/threonine kinase 2	6753	chr4	116464923	116465323	401	*	5.44528840600722	4.78016947357065	5.89879364392529	-0.570257102303977	0.00606229888247825	0.0364716447058262
chr4_116507229_116508949	chr4	116507229	116508949	1721	*	Promoter (<=1kb)	4	116507549	116538235	30687	1	16351	ENSMUST00000106479.7	0	ENSMUSG00000028696	Ipp	IAP promoted placental gene	6870	chr4	116507229	116508949	1721	*	10.7893128364996	10.6243215836778	10.9373567467267	-0.284479930404672	0.00643836005651302	0.0380695735087237
chr4_116556894_116557294	chr4	116556894	116557294	401	*	Promoter (<=1kb)	4	116557658	116593882	36225	1	77110	ENSMUST00000030460.14	-364	ENSMUSG00000034042	Gpbp1l1	GC-rich promoter binding protein 1-like 1	4201	chr4	116556894	116557294	401	*	10.1492697053245	9.91822024444266	10.3483736419765	-0.381254634713891	0.000949644016639438	0.00918381039371827
chr4_116627291_116627691	chr4	116627291	116627691	401	*	Promoter (<=1kb)	4	116601052	116627497	26446	2	50927	ENSMUST00000030457.11	0	ENSMUSG00000028693	Nasp	nuclear autoantigenic sperm protein (histone-binding)	3081	chr4	116627291	116627691	401	*	8.48136470566613	8.12220933645521	8.76869410979578	-0.535673268690553	0.000234151194797414	0.00308758863714201
