seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr14	71201012	71201182	171	*	Distal Intergenic	14	71251273	71271047	19775	1	100043132	ENSMUST00000228402.1	-50091	ENSMUSG00000115139	Gm4251	predicted gene 4251
chr12	104030123	104030250	128	*	3' UTR	12	104028769	104044443	15675	2	68054	ENSMUST00000043915.3	14193	ENSMUSG00000041567	Serpina12	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12
chr2	172977398	172977749	352	*	Promoter (<=1kb)	2	172977700	172993571	15872	1	26972	ENSMUST00000144044.7	0	ENSMUSG00000005883	Spo11	SPO11 initiator of meiotic double stranded breaks
chr13	41128425	41128578	154	*	Intron (ENSMUST00000124093.2/637277, intron 5 of 28)	13	41114307	41174351	60045	1	637277	ENSMUST00000124093.2	14118	ENSMUSG00000038651	Sycp2l	synaptonemal complex protein 2-like
chr2	144188066	144188552	487	*	Promoter (<=1kb)	2	144173150	144189290	16141	2	433481	ENSMUST00000099292.8	738	ENSMUSG00000074758	Gm5535	predicted gene 5535
chr15	27976988	27977285	298	*	Intron (ENSMUST00000090247.6/223435, intron 1 of 56)	15	27919133	27995363	76231	2	223435	ENSMUST00000228950.1	18078	ENSMUSG00000022263	Trio	triple functional domain (PTPRF interacting)
chr11	57654922	57655235	314	*	Intron (ENSMUST00000066987.13/171212, intron 1 of 11)	11	57623698	57649494	25797	2	78762	ENSMUST00000142486.1	-5428	ENSMUSG00000085719	4933424L21Rik	RIKEN cDNA 4933424L21 gene
chr8	41073855	41074068	214	*	Intron (ENSMUST00000059115.12/102103, intron 3 of 13)	8	41049985	41082776	32792	2	102103	ENSMUST00000143853.7	8708	ENSMUSG00000045636	Mtus1	mitochondrial tumor suppressor 1
chr17	78577805	78578133	329	*	Intron (ENSMUST00000024880.10/74199, intron 5 of 13)	17	78573945	78577571	3627	1	74199	ENSMUST00000232864.1	3860	ENSMUSG00000024076	Vit	vitrin
chr10	42680609	42680984	376	*	Promoter (1-2kb)	10	42678966	42699991	21026	1	14628	ENSMUST00000154048.1	1643	ENSMUSG00000038280	Ostm1	osteopetrosis associated transmembrane protein 1
chr19	41026687	41026873	187	*	Promoter (2-3kb)	19	41029275	41059525	30251	1	21673	ENSMUST00000051806.11	-2402	ENSMUSG00000025014	Dntt	deoxynucleotidyltransferase, terminal
chr2	26087012	26087224	213	*	Intron (ENSMUST00000114159.8/67991, intron 2 of 5)	2	26064492	26090375	25884	2	67991	ENSMUST00000128674.1	3151	ENSMUSG00000026932	Nacc2	nucleus accumbens associated 2, BEN and BTB (POZ) domain containing
chr11	95118662	95118791	130	*	Promoter (1-2kb)	11	95120119	95125296	5178	1	13393	ENSMUST00000092768.6	-1328	ENSMUSG00000001510	Dlx3	distal-less homeobox 3
chr6	131354363	131354689	327	*	Promoter (<=1kb)	6	131311192	131353597	42406	2	243659	ENSMUST00000135859.1	-766	ENSMUSG00000032899	Styk1	serine/threonine/tyrosine kinase 1
chr13	60972481	60972623	143	*	Distal Intergenic	13	60938492	60941984	3493	2	21984	ENSMUST00000021885.7	-30497	ENSMUSG00000033834	Tpbpa	trophoblast specific protein alpha
chr14	46801004	46801224	221	*	Distal Intergenic	14	46775567	46788411	12845	2	12793	ENSMUST00000015903.11	-12593	ENSMUSG00000015759	Cnih1	cornichon family AMPA receptor auxiliary protein 1
chr4	114336360	114336864	505	*	Distal Intergenic	4	114406724	114615098	208375	1	666048	ENSMUST00000094894.3	-69860	ENSMUSG00000070867	Trabd2b	TraB domain containing 2B
chr5	105435473	105435786	314	*	Intron (ENSMUST00000112707.2/433926, intron 1 of 4)	5	105415775	105490074	74300	1	433926	ENSMUST00000112707.2	19698	ENSMUSG00000070639	Lrrc8b	leucine rich repeat containing 8 family, member B
chr3	96090234	96090327	94	*	Distal Intergenic	3	96104527	96141518	36992	1	229603	ENSMUST00000132980.7	-14200	ENSMUSG00000038495	Otud7b	OTU domain containing 7B
chr15	32920455	32921124	670	*	Promoter (<=1kb)	15	32920723	33034935	114213	1	15529	ENSMUST00000022871.6	0	ENSMUSG00000022261	Sdc2	syndecan 2
chr3	66213612	66213880	269	*	Intron (ENSMUST00000029419.7/72789, intron 5 of 13)	3	66219910	66225805	5896	1	19288	ENSMUST00000029421.5	-6030	ENSMUSG00000027832	Ptx3	pentraxin related gene
chr6	13800223	13800351	129	*	Distal Intergenic	6	13835068	13838454	3387	2	64450	ENSMUST00000115492.1	38103	ENSMUSG00000048216	Gpr85	G protein-coupled receptor 85
chr5	92103110	92103280	171	*	Distal Intergenic	5	92052164	92083719	31556	2	23881	ENSMUST00000113127.6	-19391	ENSMUSG00000029405	G3bp2	G3BP stress granule assembly factor 2
chr17	31091474	31091678	205	*	Intron (ENSMUST00000236391.1/11307, intron 2 of 5)	17	31110965	31114488	3524	1	11307	ENSMUST00000236241.1	-19287	ENSMUSG00000024030	Abcg1	ATP binding cassette subfamily G member 1
chr19	34562583	34562950	368	*	5' UTR	19	34550710	34576419	25710	1	15958	ENSMUST00000102826.3	11873	ENSMUSG00000045932	Ifit2	interferon-induced protein with tetratricopeptide repeats 2
chr13	55447767	55447926	160	*	Promoter (2-3kb)	13	55445461	55460055	14595	1	26385	ENSMUST00000224118.1	2306	ENSMUSG00000074886	Grk6	G protein-coupled receptor kinase 6
chr9	71174433	71174541	109	*	Intron (ENSMUST00000214960.1/102635087, intron 1 of 2)	9	71168776	71208124	39349	1	102635087	ENSMUST00000217021.1	5657	ENSMUSG00000111429	Gm32511	predicted gene, 32511
chr18	79234474	79234606	133	*	Distal Intergenic	18	78750380	79109391	359012	2	240427	ENSMUST00000025430.10	-125083	ENSMUSG00000024548	Setbp1	SET binding protein 1
chr11	64655189	64655495	307	*	Distal Intergenic	11	64435332	64522841	87510	1	15478	ENSMUST00000058652.5	219857	ENSMUSG00000047759	Hs3st3a1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1
chr14	118913540	118913975	436	*	Promoter (<=1kb)	14	118891762	118913750	21989	2	66573	ENSMUST00000226960.1	0	ENSMUSG00000042156	Dzip1	DAZ interacting protein 1
chr9	123957866	123958155	290	*	Distal Intergenic	9	123962124	123968692	6569	2	12768	ENSMUST00000026911.5	10537	ENSMUSG00000025804	Ccr1	C-C motif chemokine receptor 1
chr3	110142349	110142438	90	*	Promoter (<=1kb)	3	109780040	110143004	362965	2	80883	ENSMUST00000156177.8	566	ENSMUSG00000059857	Ntng1	netrin G1
chr15	36876076	36876521	446	*	Intron (ENSMUST00000100713.2/ENSMUST00000100713.2, intron 1 of 1)	15	36793539	36796929	3391	2	22631	ENSMUST00000227067.1	-79147	ENSMUSG00000022285	Ywhaz	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide
chr17	43138443	43138729	287	*	Distal Intergenic	17	43149357	43158196	8840	2	545207	ENSMUST00000233120.1	19467	ENSMUSG00000117011	E130008D07Rik	RIKEN cDNA E130008D07 gene
chr1	194624587	194624673	87	*	Intron (ENSMUST00000027952.11/18845, intron 1 of 31)	1	194619825	194816869	197045	1	18845	ENSMUST00000027952.11	4762	ENSMUSG00000026640	Plxna2	plexin A2
chr18	4202773	4202950	178	*	Distal Intergenic	18	4165862	4182232	16371	1	67328	ENSMUST00000120837.1	36911	ENSMUSG00000024233	Lyzl1	lysozyme-like 1
chr7	118484175	118484315	141	*	Distal Intergenic	7	118485111	118491975	6865	2	319622	ENSMUST00000178344.2	7660	ENSMUSG00000095115	Itpripl2	inositol 1,4,5-triphosphate receptor interacting protein-like 2
chr7	30942428	30942711	284	*	Promoter (1-2kb)	7	30942368	30944032	1665	2	84506	ENSMUST00000062620.8	1321	ENSMUSG00000050440	Hamp	hepcidin antimicrobial peptide
chr5	81019595	81019770	176	*	Promoter (<=1kb)	5	81020138	81388784	368647	1	319387	ENSMUST00000147226.7	-368	ENSMUSG00000037605	Adgrl3	adhesion G protein-coupled receptor L3
chr7	144523342	144523773	432	*	Exon (ENSMUST00000183106.1/ENSMUST00000183106.1, exon 1 of 1)	7	144476766	144513274	36509	2	233977	ENSMUST00000182958.7	-10068	ENSMUSG00000037519	Ppfia1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1
chr10	18917152	18917288	137	*	Distal Intergenic	10	18845020	18857073	12054	1	64058	ENSMUST00000019998.8	72132	ENSMUSG00000019851	Perp	PERP, TP53 apoptosis effector
chr10	3271130	3271376	247	*	Distal Intergenic	10	3256208	3267771	11564	2	670558	ENSMUST00000214645.1	-3359	ENSMUSG00000091618	H60c	histocompatibility 60c
chr12	100505495	100505833	339	*	Intron (ENSMUST00000062957.7/104718, intron 1 of 19)	12	100445755	100495406	49652	2	104718	ENSMUST00000222036.1	-10089	ENSMUSG00000033530	Ttc7b	tetratricopeptide repeat domain 7B
chr6	128381340	128381553	214	*	Intron (ENSMUST00000130785.3/71149, intron 2 of 2)	6	128375503	128407475	31973	1	60345	ENSMUST00000204223.1	5837	ENSMUSG00000001520	Nrip2	nuclear receptor interacting protein 2
chr11	115506696	115506863	168	*	Intron (ENSMUST00000021083.6/15374, intron 1 of 4)	11	115503033	115514116	11084	2	15374	ENSMUST00000142238.1	7253	ENSMUSG00000020737	Jpt1	Jupiter microtubule associated homolog 1
chr14	32165413	32165919	507	*	Promoter (<=1kb)	14	32165589	32179855	14267	1	27057	ENSMUST00000168334.7	0	ENSMUSG00000056234	Ncoa4	nuclear receptor coactivator 4
chr11	102466986	102467364	379	*	Promoter (<=1kb)	11	102456472	102467199	10728	2	16399	ENSMUST00000149519.7	0	ENSMUSG00000034664	Itga2b	integrin alpha 2b
chr1	170478637	170478869	233	*	Intron (ENSMUST00000160456.7/70729, intron 2 of 9)	1	170338209	170454914	116706	2	70729	ENSMUST00000160816.7	-23723	ENSMUSG00000038473	Nos1ap	nitric oxide synthase 1 (neuronal) adaptor protein
chr4	59036566	59037147	582	*	Promoter (<=1kb)	4	59035772	59041903	6132	1	14700	ENSMUST00000126507.1	794	ENSMUSG00000038607	Gng10	guanine nucleotide binding protein (G protein), gamma 10
chr13	67194285	67194826	542	*	Promoter (<=1kb)	13	67194506	67209298	14793	1	218311	ENSMUST00000120861.7	0	ENSMUSG00000051037	Zfp455	zinc finger protein 455
chr4	57198885	57199269	385	*	Intron (ENSMUST00000075637.10/545622, intron 22 of 25)	4	57218347	57222054	3708	2	545622	ENSMUST00000123664.1	22785	ENSMUSG00000038764	Ptpn3	protein tyrosine phosphatase, non-receptor type 3
chr11	62929935	62930204	270	*	Distal Intergenic	11	62951193	62993095	41903	1	66338	ENSMUST00000035854.3	-20989	ENSMUSG00000042200	Cdrt4	CMT1A duplicated region transcript 4
chr4	108406476	108406772	297	*	Promoter (<=1kb)	4	108400849	108406724	5876	2	67305	ENSMUST00000184609.1	0	ENSMUSG00000028597	Gpx7	glutathione peroxidase 7
chr10	86705252	86706172	921	*	Promoter (<=1kb)	10	86705811	86776844	71034	1	103220	ENSMUST00000075632.13	0	ENSMUSG00000044937	Ttc41	tetratricopeptide repeat domain 41
chr9	44343297	44343557	261	*	Promoter (<=1kb)	9	44336339	44344228	7890	2	15288	ENSMUST00000077353.14	671	ENSMUSG00000032126	Hmbs	hydroxymethylbilane synthase
chr6	38918850	38919023	174	*	Promoter (<=1kb)	6	38918980	39084585	165606	1	21391	ENSMUST00000003017.12	0	ENSMUSG00000029925	Tbxas1	thromboxane A synthase 1, platelet
chr4	15288904	15289122	219	*	Distal Intergenic	4	15265831	15286753	20923	1	100201	ENSMUST00000062684.8	23073	ENSMUSG00000043252	Tmem64	transmembrane protein 64
chr8	57595969	57596172	204	*	Intron (ENSMUST00000034021.11/108150, intron 1 of 11)	8	57651757	57662548	10792	1	100502619	ENSMUST00000211284.1	-55585	NA	AW046200	expressed sequence AW046200
chr18	24601737	24601837	101	*	Promoter (1-2kb)	18	24602866	24612525	9660	1	58523	ENSMUST00000234903.1	-1029	ENSMUSG00000024271	Elp2	elongator acetyltransferase complex subunit 2
chr2	54198508	54198653	146	*	Distal Intergenic	2	54084093	54085552	1460	2	67874	ENSMUST00000100089.2	-112956	ENSMUSG00000075334	Rprm	reprimo, TP53 dependent G2 arrest mediator candidate
chr10	44630633	44630766	134	*	Intron (ENSMUST00000217008.1/ENSMUST00000217008.1, intron 2 of 3)	10	44446717	44528501	81785	2	12142	ENSMUST00000167340.1	-102132	ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain
chr18	61505417	61505751	335	*	Exon (ENSMUST00000171629.2/328967, exon 8 of 13)	18	61493794	61509279	15486	2	328967	ENSMUST00000236608.1	3528	ENSMUSG00000045094	Arhgef37	Rho guanine nucleotide exchange factor 37
chr2	71663542	71663785	244	*	Distal Intergenic	2	71719417	71730966	11550	1	381371	ENSMUST00000079720.5	-55632	ENSMUSG00000064263	Platr26	pluripotency associated transcript 26
chr10	59865469	59865584	116	*	Distal Intergenic	10	59861518	59863403	1886	1	216001	ENSMUST00000166565.1	3951	ENSMUSG00000020111	Micu1	mitochondrial calcium uptake 1
chr16	95820106	95820240	135	*	Intron (ENSMUST00000233116.1/69776, intron 2 of 4)	16	95831117	95845770	14654	2	69776	ENSMUST00000233770.1	25530	ENSMUSG00000117232	1600002D24Rik	RIKEN cDNA 1600002D24 gene
chr2	174580975	174581259	285	*	Distal Intergenic	2	174643534	174710832	67299	1	100043757	ENSMUST00000059452.5	-62275	ENSMUSG00000050600	Zfp831	zinc finger protein 831
chr3	84035814	84036043	230	*	Intron (ENSMUST00000191758.5/229473, intron 2 of 34)	3	84030315	84040128	9814	2	229473	ENSMUST00000193696.1	4085	ENSMUSG00000033767	Tmem131l	transmembrane 131 like
chr18	32970396	32970495	100	*	Intron (ENSMUST00000234205.1/12326, intron 4 of 14)	18	32939158	33186270	247113	1	12326	ENSMUST00000042868.5	31238	ENSMUSG00000038128	Camk4	calcium/calmodulin-dependent protein kinase IV
chr5	108337392	108337645	254	*	Intron (ENSMUST00000031189.13/433931, intron 9 of 12)	5	108360187	108363885	3699	1	77560	ENSMUST00000196846.1	-22542	NA	9330198I05Rik	RIKEN cDNA 9330198I05 gene
chr2	132695640	132696060	421	*	Promoter (2-3kb)	2	132698119	132750582	52464	1	73747	ENSMUST00000141460.1	-2059	ENSMUSG00000044991	Shld1	shieldin complex subunit 1
chr4	107962112	107962450	339	*	Distal Intergenic	4	107968332	108013532	45201	1	242607	ENSMUST00000106713.4	-5882	ENSMUSG00000008932	Slc1a7	solute carrier family 1 (glutamate transporter), member 7
chr2	4517704	4517953	250	*	Intron (ENSMUST00000177457.7/209630, intron 8 of 24)	2	4559754	4597989	38236	1	209630	ENSMUST00000153160.7	-41801	ENSMUSG00000026657	Frmd4a	FERM domain containing 4A
chr9	58085310	58085448	139	*	Intron (ENSMUST00000145886.1/20897, intron 1 of 4)	9	58077013	58082069	5057	2	382077	ENSMUST00000151404.1	-3241	ENSMUSG00000037716	Ccdc33	coiled-coil domain containing 33
chr2	165945017	165945243	227	*	Distal Intergenic	2	165840041	165899016	58976	2	228880	ENSMUST00000136842.1	-46001	ENSMUSG00000039671	Zmynd8	zinc finger, MYND-type containing 8
chr3	50719123	50719335	213	*	Distal Intergenic	3	50415970	50443614	27645	2	26570	ENSMUST00000142932.2	-275509	ENSMUSG00000027737	Slc7a11	solute carrier family 7 (cationic amino acid transporter, y+ system), member 11
chr19	12457784	12457873	90	*	Promoter (2-3kb)	19	12460779	12465283	4505	1	17476	ENSMUST00000081035.8	-2906	ENSMUSG00000046805	Mpeg1	macrophage expressed gene 1
chr3	121201064	121201592	529	*	Distal Intergenic	3	121158007	121171695	13689	2	66568	ENSMUST00000106465.1	-29369	ENSMUSG00000028133	Rwdd3	RWD domain containing 3
chr2	36198463	36198841	379	*	Distal Intergenic	2	36230426	36252272	21847	1	19224	ENSMUST00000062069.5	-31585	ENSMUSG00000047250	Ptgs1	prostaglandin-endoperoxide synthase 1
chr12	4501962	4502352	391	*	Distal Intergenic	12	4524113	4529122	5010	1	102634330	ENSMUST00000218081.1	-21761	ENSMUSG00000112422	Gm31938	predicted gene, 31938
chr10	70040279	70040556	278	*	Distal Intergenic	10	69994303	70004724	10422	1	11735	ENSMUST00000183001.1	45976	ENSMUSG00000069601	Ank3	ankyrin 3, epithelial
chr12	16133323	16133568	246	*	Distal Intergenic	12	15793318	15816922	23605	2	217410	ENSMUST00000221518.1	-316401	ENSMUSG00000020601	Trib2	tribbles pseudokinase 2
chr4	55741303	55741723	421	*	Distal Intergenic	4	55527143	55532466	5324	2	16600	ENSMUST00000107619.2	-208837	ENSMUSG00000003032	Klf4	Kruppel-like transcription factor 4 (gut)
chr7	66310757	66310952	196	*	Exon (ENSMUST00000207140.1/ENSMUST00000207140.1, exon 1 of 1)	7	66259184	66282217	23034	2	233328	ENSMUST00000145954.1	-28540	ENSMUSG00000015133	Lrrk1	leucine-rich repeat kinase 1
chr9	77543803	77543954	152	*	Promoter (<=1kb)	9	77430980	77544095	113116	2	214345	ENSMUST00000113421.9	141	ENSMUSG00000032352	Lrrc1	leucine rich repeat containing 1
chr3	82805385	82805599	215	*	Intron (ENSMUST00000197867.1/ENSMUST00000197867.1, intron 1 of 2)	3	82837815	82866647	28833	2	633285	ENSMUST00000182637.8	61048	ENSMUSG00000033882	Rbm46	RNA binding motif protein 46
chr19	21286586	21286674	89	*	3' UTR	19	21276040	21280971	4932	1	22682	ENSMUST00000133175.1	10546	ENSMUSG00000024750	Zfand5	zinc finger, AN1-type domain 5
chr2	68916475	68916564	90	*	Intron (ENSMUST00000028426.8/241447, intron 1 of 9)	2	68947260	69050972	103713	1	241447	ENSMUST00000155748.7	-30696	ENSMUSG00000027035	Cers6	ceramide synthase 6
chr15	25392801	25392996	196	*	Intron (ENSMUST00000058845.8/70350, intron 1 of 1)	15	25364857	25413698	48842	2	70350	ENSMUST00000228597.1	20702	ENSMUSG00000045763	Basp1	brain abundant, membrane attached signal protein 1
chr1	132790926	132791012	87	*	Distal Intergenic	1	132599835	132741797	141963	2	269116	ENSMUST00000188307.1	-49129	ENSMUSG00000026442	Nfasc	neurofascin
chr6	86639846	86640106	261	*	Distal Intergenic	6	86628164	86629710	1547	1	67855	ENSMUST00000043400.7	11682	ENSMUSG00000033508	Asprv1	aspartic peptidase, retroviral-like 1
chr2	167649406	167649520	115	*	Intron (ENSMUST00000125544.2/66589, intron 2 of 7)	2	167643736	167645177	1442	2	407243	ENSMUST00000142148.1	-4229	ENSMUSG00000090213	Peds1	plasmanylethanolamine desaturase 1
chr7	143565437	143566012	576	*	Promoter (<=1kb)	7	143557706	143565015	7310	2	27267	ENSMUST00000208575.1	-422	ENSMUSG00000010755	Cars1	cysteinyl-tRNA synthetase 1
chr9	112996197	112996584	388	*	Distal Intergenic	9	113498526	113508355	9830	2	102688	ENSMUST00000220102.1	511771	ENSMUSG00000109890	AU023762	expressed sequence AU023762
chr7	123084833	123085039	207	*	Intron (ENSMUST00000211170.1/233833, intron 2 of 2)	7	123123885	123162663	38779	1	233833	ENSMUST00000206458.1	-38846	ENSMUSG00000052707	Tnrc6a	trinucleotide repeat containing 6a
chr5	43836758	43836847	90	*	Promoter (<=1kb)	5	43837114	43842410	5297	1	12182	ENSMUST00000125838.2	-267	ENSMUSG00000029082	Bst1	bone marrow stromal cell antigen 1
chr15	85523387	85523676	290	*	Distal Intergenic	15	85492736	85503227	10492	2	328577	ENSMUST00000178942.1	-20160	ENSMUSG00000096607	7530416G11Rik	RIKEN cDNA 7530416G11 gene
chr11	116004540	116004739	200	*	Intron (ENSMUST00000021107.13/192897, intron 33 of 40)	11	116008457	116012719	4263	2	14635	ENSMUST00000021114.4	7980	ENSMUSG00000020766	Galk1	galactokinase 1
chr18	12947216	12948128	913	*	Distal Intergenic	18	12870218	12941841	71624	2	64291	ENSMUST00000132594.7	-5375	ENSMUSG00000044252	Osbpl1a	oxysterol binding protein-like 1A
chr9	52243125	52243327	203	*	Distal Intergenic	9	52111344	52168572	57229	2	244871	ENSMUST00000213645.1	-74553	ENSMUSG00000035164	Zc3h12c	zinc finger CCCH type containing 12C
chr11	26586487	26586615	129	*	Intron (ENSMUST00000109504.7/69922, intron 1 of 11)	11	26471322	26591729	120408	2	69922	ENSMUST00000109504.7	5114	ENSMUSG00000064090	Vrk2	vaccinia related kinase 2
chr10	98841935	98842084	150	*	Distal Intergenic	10	98914406	98987122	72717	1	67972	ENSMUST00000219557.1	-72322	ENSMUSG00000019943	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1
chr18	75378609	75378777	169	*	Intron (ENSMUST00000026999.9/17131, intron 3 of 3)	18	75374914	75394001	19088	1	17131	ENSMUST00000172718.1	3695	ENSMUSG00000025880	Smad7	SMAD family member 7
chr11	114896172	114896413	242	*	Intron (ENSMUST00000045151.5/217303, intron 3 of 6)	11	114890294	114893470	3177	1	217303	ENSMUST00000153245.1	5878	ENSMUSG00000034652	Cd300a	CD300A molecule
chr2	39325731	39326106	376	*	Distal Intergenic	2	39194354	39226451	32098	2	67857	ENSMUST00000028087.5	-99280	ENSMUSG00000026753	Ppp6c	protein phosphatase 6, catalytic subunit
chr6	34526505	34526746	242	*	Distal Intergenic	6	34477142	34487848	10707	1	12183	ENSMUST00000149131.1	49363	ENSMUSG00000038871	Bpgm	2,3-bisphosphoglycerate mutase
chr9	95053304	95053457	154	*	Intron (ENSMUST00000033463.9/331004, intron 11 of 15)	9	95121686	95124551	2866	1	331004	ENSMUST00000162329.1	-68229	ENSMUSG00000031129	Slc9a9	solute carrier family 9 (sodium/hydrogen exchanger), member 9
chr19	40366231	40366498	268	*	Promoter (1-2kb)	19	40352347	40365174	12828	2	20411	ENSMUST00000225628.1	-1057	ENSMUSG00000025006	Sorbs1	sorbin and SH3 domain containing 1
chr3	90693653	90693775	123	*	Promoter (1-2kb)	3	90692632	90695711	3080	2	20202	ENSMUST00000069960.11	1936	ENSMUSG00000056071	S100a9	S100 calcium binding protein A9 (calgranulin B)
chr4	126890018	126890127	110	*	Exon (ENSMUST00000135003.1/67785, exon 16 of 24)	4	126868663	126870473	1811	2	67785	ENSMUST00000150467.1	-19545	ENSMUSG00000042446	Zmym4	zinc finger, MYM-type 4
chr5	66151651	66151753	103	*	Promoter (<=1kb)	5	66046209	66151782	105574	2	245945	ENSMUST00000201670.1	29	ENSMUSG00000070780	Rbm47	RNA binding motif protein 47
chr5	146905912	146906131	220	*	Distal Intergenic	5	146948657	146955614	6958	1	66596	ENSMUST00000146511.7	-42526	ENSMUSG00000016503	Gtf3a	general transcription factor III A
chr13	56758549	56758730	182	*	Distal Intergenic	13	56733017	56738993	5977	1	17129	ENSMUST00000136702.1	25532	ENSMUSG00000021540	Smad5	SMAD family member 5
chr6	58832684	58832788	105	*	Promoter (<=1kb)	6	58831861	58904081	72221	1	73998	ENSMUST00000031823.11	823	ENSMUSG00000029804	Herc3	hect domain and RLD 3
chr1	120686001	120686092	92	*	Distal Intergenic	1	120602418	120607992	5575	1	13798	ENSMUST00000079721.8	83583	ENSMUSG00000058665	En1	engrailed 1
chr12	89963136	89963537	402	*	Intron (ENSMUST00000190626.6/18191, intron 13 of 18)	12	89812483	90333443	520961	1	18191	ENSMUST00000110130.3	150653	ENSMUSG00000066392	Nrxn3	neurexin III
chr8	92856391	92856591	201	*	Promoter (<=1kb)	8	92855480	92870058	14579	1	270084	ENSMUST00000130471.1	911	ENSMUSG00000033192	Lpcat2	lysophosphatidylcholine acyltransferase 2
chr5	112972322	112972690	369	*	Intron (ENSMUST00000065167.8/320129, intron 3 of 20)	5	112960544	113015503	54960	2	320129	ENSMUST00000197776.1	42813	ENSMUSG00000042249	Grk3	G protein-coupled receptor kinase 3
chr15	12896263	12896550	288	*	Intron (ENSMUST00000169061.7/14000, intron 22 of 34)	15	12878708	12885230	6523	1	14000	ENSMUST00000141010.1	17555	ENSMUSG00000022191	Drosha	drosha, ribonuclease type III
chr2	140163620	140163855	236	*	Intron (ENSMUST00000046030.7/66580, intron 3 of 13)	2	140159363	140160483	1121	2	66580	ENSMUST00000141086.1	-3137	ENSMUSG00000045624	Esf1	ESF1 nucleolar pre-rRNA processing protein homolog
chr2	158141773	158142330	558	*	Promoter (2-3kb)	2	158134322	158139736	5415	2	21817	ENSMUST00000152690.1	-2037	ENSMUSG00000037820	Tgm2	transglutaminase 2, C polypeptide
chr9	89959054	89959296	243	*	Intron (ENSMUST00000034912.5/19417, intron 5 of 26)	9	89909912	89926740	16829	1	19417	ENSMUST00000190073.1	49142	ENSMUSG00000032356	Rasgrf1	RAS protein-specific guanine nucleotide-releasing factor 1
chr10	43121152	43121360	209	*	Intron (ENSMUST00000040275.8/109205, intron 4 of 6)	10	43172974	43174521	1548	2	109205	ENSMUST00000189987.1	53161	ENSMUSG00000038248	Sobp	sine oculis binding protein
chr10	53776659	53776847	189	*	Distal Intergenic	10	53633145	53751123	117979	2	75906	ENSMUST00000020003.14	-25536	ENSMUSG00000019856	Fam184a	family with sequence similarity 184, member A
chr3	59005711	59005818	108	*	Promoter (<=1kb)	3	59005825	59094888	89064	1	329650	ENSMUST00000040846.14	-7	ENSMUSG00000056476	Med12l	mediator complex subunit 12-like
chr8	8992730	8993006	277	*	Distal Intergenic	8	9125412	9132288	6877	2	71249	ENSMUST00000208031.1	139282	ENSMUSG00000108848	4933430N04Rik	RIKEN cDNA 4933430N04 gene
chr10	41604741	41605480	740	*	Promoter (1-2kb)	10	41539292	41606595	67304	2	75973	ENSMUST00000179614.8	1115	ENSMUSG00000075225	Ccdc162	coiled-coil domain containing 162
chr11	53345505	53345729	225	*	Exon (ENSMUST00000122382.1/ENSMUST00000122382.1, exon 1 of 1)	11	53350833	53421830	70998	1	93736	ENSMUST00000060945.11	-5104	ENSMUSG00000049470	Aff4	AF4/FMR2 family, member 4
chr16	65814865	65815340	476	*	Promoter (<=1kb)	16	65815257	65866368	51112	1	73569	ENSMUST00000168064.2	0	ENSMUSG00000091243	Vgll3	vestigial like family member 3
chr11	68954851	68954959	109	*	Promoter (<=1kb)	11	68943155	68955074	11920	2	442801	ENSMUST00000065040.12	115	ENSMUSG00000052921	Arhgef15	Rho guanine nucleotide exchange factor 15
chr7	60492515	60492612	98	*	Distal Intergenic	7	59982502	60140219	157718	2	20646	ENSMUST00000098402.4	-352296	ENSMUSG00000102252	Snrpn	small nuclear ribonucleoprotein N
chr2	138193721	138193873	153	*	Distal Intergenic	2	138256565	138287422	30858	1	228662	ENSMUST00000091556.11	-62692	ENSMUSG00000062098	Btbd3	BTB domain containing 3
chr16	21742394	21742771	378	*	Distal Intergenic	16	21761287	21787807	26521	2	74147	ENSMUST00000023559.6	45036	ENSMUSG00000022853	Ehhadh	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase
chr6	129235106	129235365	260	*	Promoter (1-2kb)	6	129232788	129233983	1196	2	76432	ENSMUST00000204328.1	-1123	ENSMUSG00000097354	2310001H17Rik	RIKEN cDNA 2310001H17 gene
chr2	11541612	11541790	179	*	Intron (ENSMUST00000192949.5/170768, intron 1 of 14)	2	11471826	11553922	82097	2	170768	ENSMUST00000195779.5	12132	ENSMUSG00000026773	Pfkfb3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
chr6	146630056	146630274	219	*	Intron (ENSMUST00000037709.15/67623, intron 1 of 11)	6	146610891	146634498	23608	2	67623	ENSMUST00000127529.1	4224	ENSMUSG00000040234	Tm7sf3	transmembrane 7 superfamily member 3
chr19	46653774	46654092	319	*	3' UTR	19	46668087	46669513	1427	2	13074	ENSMUST00000131142.1	15421	ENSMUSG00000003555	Cyp17a1	cytochrome P450, family 17, subfamily a, polypeptide 1
