seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	171031886	171032020	135	*	Distal Intergenic	1	171018920	171029761	10842	1	246256	ENSMUST00000078825.4	12966	ENSMUSG00000059089	Fcgr4	Fc receptor, IgG, low affinity IV
chr3	96245944	96246913	970	*	Promoter (<=1kb)	3	96246685	96248504	1820	1	15077	ENSMUST00000176059.1	0	ENSMUSG00000093769	H3c14	H3 clustered histone 14
chr10	40420896	40420971	76	*	Intron (ENSMUST00000216736.1/78334, intron 2 of 11)	10	40349526	40482101	132576	1	78334	ENSMUST00000214659.1	71370	ENSMUSG00000038481	Cdk19	cyclin dependent kinase 19
chr19	44419144	44419272	129	*	Distal Intergenic	19	44406685	44407879	1195	2	20249	ENSMUST00000235741.1	-11265	ENSMUSG00000037071	Scd1	stearoyl-Coenzyme A desaturase 1
chr19	53192236	53192334	99	*	Promoter (2-3kb)	19	53194953	53247087	52135	1	27360	ENSMUST00000236296.1	-2619	ENSMUSG00000025026	Add3	adducin 3
chr8	33385247	33385351	105	*	Promoter (<=1kb)	8	33235682	33385472	149791	2	22427	ENSMUST00000033990.6	121	ENSMUSG00000031583	Wrn	Werner syndrome RecQ like helicase
chr12	79827546	79827644	99	*	Distal Intergenic	12	79917019	79924733	7715	2	77290	ENSMUST00000218818.1	97089	ENSMUSG00000112765	9430078K24Rik	RIKEN cDNA 9430078K24 gene
chr1	131663227	131663302	76	*	Promoter (1-2kb)	1	131661911	131665446	3536	1	13034	ENSMUST00000141061.1	1316	ENSMUSG00000004552	Ctse	cathepsin E
chr4	123749165	123749245	81	*	Promoter (<=1kb)	4	123738940	123750231	11292	2	68050	ENSMUST00000153472.1	986	ENSMUSG00000023075	Akirin1	akirin 1
chr16	93884442	93884659	218	*	Promoter (<=1kb)	16	93884202	93887152	2951	1	110749	ENSMUST00000120586.1	240	ENSMUSG00000022945	Chaf1b	chromatin assembly factor 1, subunit B
chr5	33274979	33275114	136	*	Promoter (<=1kb)	5	33247723	33274994	27272	2	13016	ENSMUST00000079746.9	0	ENSMUSG00000037373	Ctbp1	C-terminal binding protein 1
chr10	50657483	50657599	117	*	Intron (ENSMUST00000035606.9/77987, intron 11 of 41)	10	50649055	50650847	1793	1	77987	ENSMUST00000220026.1	8428	ENSMUSG00000038774	Ascc3	activating signal cointegrator 1 complex subunit 3
chr2	165889078	165889176	99	*	Intron (ENSMUST00000109262.7/228880, intron 1 of 10)	2	165785519	165884874	99356	2	228880	ENSMUST00000088113.10	-4204	ENSMUSG00000039671	Zmynd8	zinc finger, MYND-type containing 8
chr7	109111035	109111359	325	*	Distal Intergenic	7	109034312	109083331	49020	2	320360	ENSMUST00000055993.12	-27704	ENSMUSG00000048330	Ric3	RIC3 acetylcholine receptor chaperone
chr17	12151127	12151234	108	*	Promoter (<=1kb)	17	12151772	12219079	67308	1	68262	ENSMUST00000170858.7	-538	ENSMUSG00000023827	Agpat4	1-acylglycerol-3-phosphate O-acyltransferase 4
chr8	126929619	126929734	116	*	Distal Intergenic	8	126930667	126945840	15174	2	67952	ENSMUST00000179857.2	16106	ENSMUSG00000093904	Tomm20	translocase of outer mitochondrial membrane 20
chr2	158768896	158769162	267	*	Promoter (<=1kb)	2	158768093	158786637	18545	1	71878	ENSMUST00000029183.2	803	ENSMUSG00000027654	Fam83d	family with sequence similarity 83, member D
chr6	67056618	67056769	152	*	Intron (ENSMUST00000130657.7/320172, intron 1 of 6)	6	67036897	67037457	561	2	13197	ENSMUST00000155041.1	-19161	ENSMUSG00000036390	Gadd45a	growth arrest and DNA-damage-inducible 45 alpha
chr17	79364896	79365384	489	*	Distal Intergenic	17	79333727	79355091	21365	2	260409	ENSMUST00000068958.8	-9805	ENSMUSG00000036533	Cdc42ep3	CDC42 effector protein 3
chr16	24016926	24017041	116	*	Distal Intergenic	16	23965052	23988852	23801	2	12053	ENSMUST00000023151.5	-28074	ENSMUSG00000022508	Bcl6	B cell leukemia/lymphoma 6
chr15	36625805	36625899	95	*	Distal Intergenic	15	36605752	36609668	3917	2	18458	ENSMUST00000226496.1	-16137	ENSMUSG00000022283	Pabpc1	poly(A) binding protein, cytoplasmic 1
chr9	54704407	54704646	240	*	Intron (ENSMUST00000120452.7/58233, intron 2 of 7)	9	54708313	54708381	69	1	100885845	ENSMUST00000176884.1	-3667	ENSMUSG00000093441	Mir5710	microRNA 5710
chr14	57684540	57684608	69	*	Intron (ENSMUST00000174694.7/50523, intron 6 of 8)	14	57697227	57699890	2664	2	50523	ENSMUST00000173964.1	15282	ENSMUSG00000021959	Lats2	large tumor suppressor 2
chr17	29773497	29773652	156	*	Distal Intergenic	17	29703332	29717044	13713	2	68597	ENSMUST00000128751.2	-56453	ENSMUSG00000024018	Ccdc167	coiled-coil domain containing 167
chr1	59670012	59670092	81	*	Promoter (<=1kb)	1	59639944	59670739	30796	2	22218	ENSMUST00000185265.1	647	ENSMUSG00000026021	Sumo1	small ubiquitin-like modifier 1
chr19	46014544	46014845	302	*	Distal Intergenic	19	46003508	46006173	2666	1	20170	ENSMUST00000099393.3	11036	ENSMUSG00000074811	Hps6	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3
chr14	20479417	20479589	173	*	Promoter (<=1kb)	14	20458792	20479908	21117	2	11750	ENSMUST00000224410.1	319	ENSMUSG00000021814	Anxa7	annexin A7
chr4	135954403	135954532	130	*	Intron (ENSMUST00000030432.7/15356, intron 4 of 8)	4	135959727	135962617	2891	1	15356	ENSMUST00000148613.1	-5195	ENSMUSG00000028672	Hmgcl	3-hydroxy-3-methylglutaryl-Coenzyme A lyase
chr9	62026788	62026929	142	*	Promoter (<=1kb)	9	61953481	62026801	73321	2	74090	ENSMUST00000135050.1	0	ENSMUSG00000032278	Paqr5	progestin and adipoQ receptor family member V
chr17	44827930	44828353	424	*	Intron (ENSMUST00000050630.13/109115, intron 2 of 11)	17	44608001	44814797	206797	2	12393	ENSMUST00000113568.7	-13133	ENSMUSG00000039153	Runx2	runt related transcription factor 2
chr19	36926762	36926907	146	*	Promoter (<=1kb)	19	36926079	37012752	86674	1	107182	ENSMUST00000099494.3	683	ENSMUSG00000040565	Btaf1	B-TFIID TATA-box binding protein associated factor 1
chr19	37178912	37178976	65	*	Promoter (<=1kb)	19	37174437	37178017	3581	2	208922	ENSMUST00000133988.1	-895	ENSMUSG00000039652	Cpeb3	cytoplasmic polyadenylation element binding protein 3
chr6	148109084	148109463	380	*	Intron (ENSMUST00000032443.13/330450, intron 1 of 11)	6	148047416	148182758	135343	1	330450	ENSMUST00000111607.3	61668	ENSMUSG00000030303	Far2	fatty acyl CoA reductase 2
chr10	75935619	75936097	479	*	Promoter (<=1kb)	10	75935573	75937725	2153	1	103172	ENSMUST00000058906.6	46	ENSMUSG00000049422	Chchd10	coiled-coil-helix-coiled-coil-helix domain containing 10
chr13	34100781	34101088	308	*	Intron (ENSMUST00000222745.1/432745, intron 2 of 4)	13	34084155	34113272	29118	2	432745	ENSMUST00000222745.1	12184	ENSMUSG00000113591	4930447K03Rik	RIKEN cDNA 4930447K03 gene
chr4	46689478	46689692	215	*	Promoter (1-2kb)	4	46664502	46688447	23946	2	242425	ENSMUST00000129328.2	-1031	ENSMUSG00000039809	Gabbr2	gamma-aminobutyric acid type B receptor subunit 2
chr5	76993538	76993804	267	*	Promoter (<=1kb)	5	76993993	76994903	911	1	66661	ENSMUST00000125732.1	-189	ENSMUSG00000036323	Srp72	signal recognition particle 72
chr4	129624174	129624618	445	*	Promoter (<=1kb)	4	129619274	129623947	4674	2	66264	ENSMUST00000030586.14	-227	ENSMUSG00000028795	Ccdc28b	coiled coil domain containing 28B
chr12	31973493	31974045	553	*	Intron (ENSMUST00000003079.11/19088, intron 5 of 11)	12	31926254	31950535	24282	2	73389	ENSMUST00000172314.8	-22958	ENSMUSG00000002996	Hbp1	high mobility group box transcription factor 1
chr12	35981900	35982008	109	*	Distal Intergenic	12	35992907	35998003	5097	1	23795	ENSMUST00000147861.1	-10899	ENSMUSG00000020581	Agr2	anterior gradient 2
chr7	45451407	45451680	274	*	Promoter (<=1kb)	7	45451025	45452116	1092	1	14936	ENSMUST00000209230.1	382	ENSMUSG00000003865	Gys1	glycogen synthase 1, muscle
chr14	54864571	54864629	59	*	Promoter (<=1kb)	14	54853787	54864158	10372	2	239099	ENSMUST00000142283.3	-413	ENSMUSG00000057156	Homez	homeodomain leucine zipper-encoding gene
chr6	123259107	123259182	76	*	Promoter (2-3kb)	6	123262111	123274923	12813	1	17474	ENSMUST00000204826.2	-2929	ENSMUSG00000030144	Clec4d	C-type lectin domain family 4, member d
chr4	6366925	6367044	120	*	Promoter (1-2kb)	4	6365713	6408423	42711	1	53378	ENSMUST00000108374.7	1212	ENSMUSG00000028249	Sdcbp	syndecan binding protein
chr19	34662870	34662949	80	*	Distal Intergenic	19	34640871	34650009	9139	1	15957	ENSMUST00000102824.3	21999	ENSMUSG00000034459	Ifit1	interferon-induced protein with tetratricopeptide repeats 1
chr1	37889995	37890609	615	*	Promoter (<=1kb)	1	37890477	37898535	8059	1	107734	ENSMUST00000027256.11	0	ENSMUSG00000026087	Mrpl30	mitochondrial ribosomal protein L30
chr2	32289694	32289840	147	*	Promoter (1-2kb)	2	32288355	32302200	13846	1	99412	ENSMUST00000129193.2	1339	ENSMUSG00000002546	Golga2	golgin A2
chr1	134082699	134082790	92	*	Distal Intergenic	1	134075170	134079120	3951	2	12227	ENSMUST00000020692.6	-3579	ENSMUSG00000020423	Btg2	BTG anti-proliferation factor 2
chr4	148558194	148558543	350	*	Promoter (<=1kb)	4	148558429	148582401	23973	1	50912	ENSMUST00000017408.13	0	ENSMUSG00000017264	Exosc10	exosome component 10
chr5	148389070	148389350	281	*	Intron (ENSMUST00000048116.14/11987, intron 1 of 12)	5	148334520	148392815	58296	2	11987	ENSMUST00000138257.7	3465	ENSMUSG00000041313	Slc7a1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1
chr18	5603650	5603792	143	*	Exon (ENSMUST00000159477.1/ENSMUST00000159477.1, exon 1 of 3)	18	5594203	5767742	173540	1	21417	ENSMUST00000162892.7	9447	ENSMUSG00000024238	Zeb1	zinc finger E-box binding homeobox 1
chr10	40147429	40147687	259	*	Distal Intergenic	10	40132902	40142258	9357	2	72472	ENSMUST00000217252.1	-5171	ENSMUSG00000019838	Slc16a10	solute carrier family 16 (monocarboxylic acid transporters), member 10
chr11	119428671	119429241	571	*	Intron (ENSMUST00000093902.11/672511, intron 19 of 66)	11	119393100	119487418	94319	1	672511	ENSMUST00000131035.9	35571	ENSMUSG00000070327	Rnf213	ring finger protein 213
chr15	96698737	96698971	235	*	Promoter (<=1kb)	15	96689665	96698691	9027	2	67760	ENSMUST00000229141.1	-46	ENSMUSG00000022462	Slc38a2	solute carrier family 38, member 2
chr11	97449651	97449749	99	*	Promoter (<=1kb)	11	97450160	97502400	52241	1	58996	ENSMUST00000107601.7	-411	ENSMUSG00000049807	Arhgap23	Rho GTPase activating protein 23
chr7	139660087	139660158	72	*	Promoter (<=1kb)	7	139638778	139661107	22330	2	212124	ENSMUST00000155075.7	949	ENSMUSG00000049571	Cfap46	cilia and flagella associated protein 46
chr13	81663850	81663899	50	*	Promoter (1-2kb)	13	81665194	81669887	4694	1	80289	ENSMUST00000224420.1	-1295	ENSMUSG00000035840	Lysmd3	LysM, putative peptidoglycan-binding, domain containing 3
chr12	59032252	59032372	121	*	Distal Intergenic	12	59024666	59027887	3222	1	66603	ENSMUST00000182710.1	7586	ENSMUSG00000060121	Gemin2	gem nuclear organelle associated protein 2
chr9	109876287	109876367	81	*	Promoter (<=1kb)	9	109876306	109892647	16342	1	12530	ENSMUST00000198308.4	0	ENSMUSG00000032477	Cdc25a	cell division cycle 25A
chr4	125085373	125085807	435	*	Promoter (<=1kb)	4	125085261	125109452	24192	1	70088	ENSMUST00000106171.8	112	ENSMUSG00000028863	Meaf6	MYST/Esa1-associated factor 6
chr14	86720575	86720663	89	*	Intron (ENSMUST00000022599.13/56419, intron 27 of 27)	14	86656217	86748844	92628	2	56419	ENSMUST00000226745.1	28181	ENSMUSG00000022021	Diaph3	diaphanous related formin 3
chr10	128337523	128338089	567	*	Promoter (<=1kb)	10	128337734	128362479	24746	1	12974	ENSMUST00000005826.8	0	ENSMUSG00000005683	Cs	citrate synthase
chr15	89211322	89211451	130	*	Promoter (<=1kb)	15	89211553	89253069	41517	1	71474	ENSMUST00000227951.1	-102	ENSMUSG00000036561	Ppp6r2	protein phosphatase 6, regulatory subunit 2
chr3	27317101	27317214	114	*	Promoter (<=1kb)	3	27317061	27342427	25367	1	22035	ENSMUST00000174840.1	40	ENSMUSG00000039304	Tnfsf10	tumor necrosis factor (ligand) superfamily, member 10
chr13	106998709	106998986	278	*	Promoter (1-2kb)	13	106962123	106996756	34634	2	16563	ENSMUST00000117423.8	-1953	ENSMUSG00000021693	Kif2a	kinesin family member 2A
chr9	35210787	35211278	492	*	Promoter (<=1kb)	9	35204206	35210936	6731	2	235169	ENSMUST00000154691.7	0	ENSMUSG00000039048	Foxred1	FAD-dependent oxidoreductase domain containing 1
chr19	32510514	32510589	76	*	Intron (ENSMUST00000025827.9/17330, intron 4 of 4)	19	32485923	32491596	5674	1	17330	ENSMUST00000236287.1	24591	ENSMUSG00000024896	Minpp1	multiple inositol polyphosphate histidine phosphatase 1
chr14	121797953	121798023	71	*	Promoter (<=1kb)	14	121543426	121797837	254412	2	105445	ENSMUST00000100299.10	-116	ENSMUSG00000025558	Dock9	dedicator of cytokinesis 9
chr11	101301019	101301169	151	*	Promoter (<=1kb)	11	101290484	101301737	11254	2	56208	ENSMUST00000129863.1	568	ENSMUSG00000035086	Becn1	beclin 1, autophagy related
chr16	35769264	35769598	335	*	Promoter (<=1kb)	16	35694062	35769356	75295	2	224132	ENSMUST00000023554.8	0	ENSMUSG00000022848	Slc49a4	solute carrier family 49 member 4
chr17	71486391	71486447	57	*	Distal Intergenic	17	71344489	71475343	130855	2	74355	ENSMUST00000127430.1	-11048	ENSMUSG00000024054	Smchd1	SMC hinge domain containing 1
chr6	85477528	85477671	144	*	Exon (ENSMUST00000159062.7/330369, exon 9 of 13)	6	85462152	85466088	3937	1	12468	ENSMUST00000204612.2	15376	ENSMUSG00000030007	Cct7	chaperonin containing TCP1 subunit 7
chr1	23426402	23426820	419	*	Distal Intergenic	1	23370268	23397541	27274	2	70155	ENSMUST00000188677.1	-28861	ENSMUSG00000026158	Ogfrl1	opioid growth factor receptor-like 1
chr1	172410971	172411043	73	*	Distal Intergenic	1	172376546	172384099	7554	1	67556	ENSMUST00000052455.3	34425	ENSMUSG00000050229	Pigm	phosphatidylinositol glycan anchor biosynthesis, class M
chr3	84175408	84175482	75	*	Promoter (1-2kb)	3	84174104	84175132	1029	1	624713	ENSMUST00000193882.1	1304	NA	Gm6525	ribosomal protein L36a pseudogene
chr5	73355498	73355707	210	*	Distal Intergenic	5	73327665	73341028	13364	2	433904	ENSMUST00000200821.1	-14470	ENSMUSG00000029153	Ociad2	OCIA domain containing 2
chr17	25127787	25127893	107	*	Distal Intergenic	17	25133391	25162099	28709	1	26373	ENSMUST00000162862.2	-5498	ENSMUSG00000036636	Clcn7	chloride channel, voltage-sensitive 7
chr13	93352137	93352269	133	*	Intron (ENSMUST00000109494.7/26556, intron 4 of 5)	13	93308034	93405129	97096	1	26556	ENSMUST00000079086.7	44103	ENSMUSG00000007617	Homer1	homer scaffolding protein 1
chr1	179477203	179477314	112	*	Intron (ENSMUST00000128302.7/69726, intron 1 of 11)	1	179508307	179518005	9699	2	69726	ENSMUST00000194237.1	40691	ENSMUSG00000055067	Smyd3	SET and MYND domain containing 3
chr3	15194531	15194609	79	*	Distal Intergenic	3	15296551	15332302	35752	2	751864	ENSMUST00000108361.1	137693	ENSMUSG00000078783	Sirpd	signal regulatory protein delta
chr9	59482530	59482649	120	*	Intron (ENSMUST00000171975.7/23806, intron 1 of 13)	9	59425736	59486056	60321	2	23806	ENSMUST00000168497.7	3407	ENSMUSG00000025234	Arih1	ariadne RBR E3 ubiquitin protein ligase 1
chr4	132178692	132178820	129	*	Distal Intergenic	4	132186688	132210809	24122	2	213541	ENSMUST00000165072.1	31989	ENSMUSG00000040025	Ythdf2	YTH N6-methyladenosine RNA binding protein 2
chr15	103305313	103305458	146	*	Intron (ENSMUST00000231068.1/ENSMUST00000231068.1, intron 1 of 1)	15	103308235	103310612	2378	2	80910	ENSMUST00000079824.5	5154	ENSMUSG00000063234	Gpr84	G protein-coupled receptor 84
chr8	68420808	68420915	108	*	Intron (ENSMUST00000078350.12/234356, intron 4 of 9)	8	68368466	68375710	7245	1	73609	ENSMUST00000139265.1	52342	ENSMUSG00000085197	1700125H03Rik	RIKEN cDNA 1700125H03 gene
chr5	139196873	139197215	343	*	Distal Intergenic	5	139200637	139249840	49204	1	77053	ENSMUST00000058716.13	-3422	ENSMUSG00000036817	Sun1	Sad1 and UNC84 domain containing 1
chr12	31083109	31083222	114	*	Intron (ENSMUST00000220011.1/ENSMUST00000220011.1, intron 3 of 3)	12	31073861	31080251	6391	1	104943	ENSMUST00000041133.9	9248	ENSMUSG00000036136	Fam110c	family with sequence similarity 110, member C
chr19	3768488	3768580	93	*	Promoter (<=1kb)	19	3768547	3796660	28114	1	225888	ENSMUST00000177355.1	0	ENSMUSG00000045098	Kmt5b	lysine methyltransferase 5B
chr7	84651210	84651631	422	*	Intron (ENSMUST00000209117.1/65098, intron 1 of 6)	7	84633905	84634339	435	2	65098	ENSMUST00000208831.1	-16871	ENSMUSG00000030629	Zfand6	zinc finger, AN1-type domain 6
chr11	96957237	96957326	90	*	Intron (ENSMUST00000135825.8/319371, intron 3 of 5)	11	96953473	96968665	15193	2	78912	ENSMUST00000107623.7	11339	ENSMUSG00000018678	Sp2	Sp2 transcription factor
chr3	102715082	102715174	93	*	Exon (ENSMUST00000198349.1/ENSMUST00000198349.1, exon 1 of 1)	3	102734529	102772292	37764	1	70747	ENSMUST00000029451.11	-19355	ENSMUSG00000027858	Tspan2	tetraspanin 2
chr1	194815614	194815769	156	*	3' UTR	1	194822001	194822064	64	1	100628615	ENSMUST00000174892.1	-6232	ENSMUSG00000092633	Mir3962	microRNA 3962
chr8	22859136	22859575	440	*	Promoter (<=1kb)	8	22859535	22943259	83725	1	244349	ENSMUST00000110696.7	0	ENSMUSG00000031540	Kat6a	K(lysine) acetyltransferase 6A
chr17	71195692	71195967	276	*	Intron (ENSMUST00000142842.7/64898, intron 1 of 7)	17	71204654	71231505	26852	1	64898	ENSMUST00000135589.7	-8687	ENSMUSG00000024052	Lpin2	lipin 2
chr17	3557377	3558239	863	*	Promoter (<=1kb)	17	3519256	3557781	38526	2	224481	ENSMUST00000041003.7	0	ENSMUSG00000036983	Tfb1m	transcription factor B1, mitochondrial
chr19	5922668	5922823	156	*	Promoter (1-2kb)	19	5915636	5924816	9181	2	104252	ENSMUST00000055458.5	1993	ENSMUSG00000045664	Cdc42ep2	CDC42 effector protein 2
chr15	80599172	80599405	234	*	Intron (ENSMUST00000229980.1/17444, intron 1 of 7)	15	80623483	80652854	29372	1	17444	ENSMUST00000043149.8	-24078	ENSMUSG00000042351	Grap2	GRB2-related adaptor protein 2
chr8	84198509	84198645	137	*	Distal Intergenic	8	84208518	84208592	75	1	387216	ENSMUST00000083677.1	-9873	ENSMUSG00000065611	Mir23a	microRNA 23a
chr16	8761080	8761300	221	*	Intron (ENSMUST00000160405.7/252870, intron 1 of 31)	16	8689600	8738420	48821	2	252870	ENSMUST00000160326.7	-22660	ENSMUSG00000022710	Usp7	ubiquitin specific peptidase 7
chr10	81377006	81377093	88	*	Promoter (1-2kb)	10	81375363	81378380	3018	2	56371	ENSMUST00000127203.1	1287	ENSMUSG00000020235	Fzr1	fizzy and cell division cycle 20 related 1
chr5	139179382	139179538	157	*	Intron (ENSMUST00000026975.10/433956, intron 10 of 12)	5	139167120	139178003	10884	1	433956	ENSMUST00000127542.1	12262	ENSMUSG00000025857	Dnaaf5	dynein, axonemal assembly factor 5
chr8	33733756	33733850	95	*	Promoter (<=1kb)	8	33733443	33758567	25125	1	68153	ENSMUST00000190639.1	313	ENSMUSG00000031585	Gtf2e2	general transcription factor II E, polypeptide 2 (beta subunit)
chr12	112675399	112675558	160	*	Promoter (<=1kb)	12	112658425	112674884	16460	2	11651	ENSMUST00000144550.8	-515	ENSMUSG00000001729	Akt1	thymoma viral proto-oncogene 1
chr17	71010949	71011110	162	*	Intron (ENSMUST00000233893.1/17929, intron 3 of 7)	17	70994549	71002878	8330	2	67268	ENSMUST00000123686.7	-8071	ENSMUSG00000024048	Myl12a	myosin, light chain 12A, regulatory, non-sarcomeric
chr12	55506085	55506189	105	*	Distal Intergenic	12	55489410	55492647	3238	2	18035	ENSMUST00000021413.8	-13438	ENSMUSG00000021025	Nfkbia	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha
chr4	116464546	116464621	76	*	Promoter (<=1kb)	4	116306763	116464183	157421	2	17776	ENSMUST00000106486.7	-363	ENSMUSG00000003810	Mast2	microtubule associated serine/threonine kinase 2
chr12	91384719	91384915	197	*	Promoter (<=1kb)	12	91384566	91549808	165243	1	22095	ENSMUST00000221216.1	153	ENSMUSG00000020963	Tshr	thyroid stimulating hormone receptor
chr14	20674117	20674816	700	*	Promoter (<=1kb)	14	20674308	20694852	20545	1	218811	ENSMUST00000048657.9	0	ENSMUSG00000039367	Sec24c	SEC24 homolog C, COPII coat complex component
chr2	6404751	6404908	158	*	Intron (ENSMUST00000114937.7/98910, intron 5 of 14)	2	6420922	6424835	3914	1	98910	ENSMUST00000150515.1	-16014	ENSMUSG00000039046	Usp6nl	USP6 N-terminal like
chr4	134165202	134165379	178	*	Intron (ENSMUST00000040271.11/70012, intron 3 of 13)	4	134155901	134156921	1021	2	70012	ENSMUST00000145531.1	-8281	ENSMUSG00000037443	Cep85	centrosomal protein 85
chr10	99085042	99085162	121	*	Distal Intergenic	10	99107036	99197988	90953	1	382406	ENSMUST00000020113.14	-21874	ENSMUSG00000019952	Poc1b	POC1 centriolar protein B
chr15	5235716	5235812	97	*	Intron (ENSMUST00000133966.1/19219, intron 1 of 2)	15	5206661	5242710	36050	2	19219	ENSMUST00000133966.1	6898	ENSMUSG00000039942	Ptger4	prostaglandin E receptor 4 (subtype EP4)
chr15	36793503	36793794	292	*	Promoter (<=1kb)	15	36775045	36793519	18475	2	22631	ENSMUST00000154879.1	0	ENSMUSG00000022285	Ywhaz	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide
chr13	119233097	119233262	166	*	Distal Intergenic	13	119335528	119408952	73425	2	18115	ENSMUST00000223268.1	175690	ENSMUSG00000116207	Nnt	nicotinamide nucleotide transhydrogenase
chr7	141193910	141194537	628	*	Promoter (<=1kb)	7	141189105	141193960	4856	2	15461	ENSMUST00000026572.10	0	ENSMUSG00000025499	Hras	Harvey rat sarcoma virus oncogene
chr4	132624081	132624579	499	*	Distal Intergenic	4	132638987	132694883	55897	1	14050	ENSMUST00000135299.7	-14408	ENSMUSG00000028886	Eya3	EYA transcriptional coactivator and phosphatase 3
chr10	93883120	93883255	136	*	Intron (ENSMUST00000047910.14/56307, intron 2 of 10)	10	93870161	93887486	17326	2	56307	ENSMUST00000216232.1	4231	ENSMUSG00000036112	Metap2	methionine aminopeptidase 2
chr9	54951235	54951300	66	*	Promoter (<=1kb)	9	54951104	54956299	5196	1	26441	ENSMUST00000171900.1	131	ENSMUSG00000032301	Psma4	proteasome subunit alpha 4
chr11	117828266	117828367	102	*	Promoter (2-3kb)	11	117815526	117826092	10567	2	21877	ENSMUST00000026661.3	-2174	ENSMUSG00000025574	Tk1	thymidine kinase 1
chr12	57017212	57017274	63	*	Intron (ENSMUST00000044634.11/217593, intron 1 of 9)	12	56773512	56980393	206882	2	217593	ENSMUST00000160892.1	-36819	ENSMUSG00000035472	Slc25a21	solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21
chr4	131922059	131922158	100	*	Promoter (<=1kb)	4	131921771	131923140	1370	1	623230	ENSMUST00000094666.3	288	ENSMUSG00000070720	Tmem200b	transmembrane protein 200B
chr11	44512040	44512365	326	*	Distal Intergenic	11	44518964	44565520	46557	1	74315	ENSMUST00000019333.9	-6599	ENSMUSG00000019189	Rnf145	ring finger protein 145
chr5	115626399	115626832	434	*	Distal Intergenic	5	115631049	115631816	768	2	66123	ENSMUST00000201728.1	4984	ENSMUSG00000107121	1110006O24Rik	RIKEN cDNA 1110006O24 gene
chr4	139115876	139115950	75	*	Intron (ENSMUST00000143971.1/433771, intron 1 of 3)	4	139103823	139111243	7421	2	433771	ENSMUST00000123488.7	-4633	ENSMUSG00000050608	Micos10	mitochondrial contact site and cristae organizing system subunit 10
chr4	94692304	94692451	148	*	Intron (ENSMUST00000030311.10/67694, intron 19 of 19)	4	94679180	94686970	7791	1	67694	ENSMUST00000152289.1	13124	ENSMUSG00000028576	Ift74	intraflagellar transport 74
chr17	88031911	88031983	73	*	Intron (ENSMUST00000130379.8/225055, intron 1 of 22)	17	87991418	88008696	17279	2	225055	ENSMUST00000135639.7	-23215	ENSMUSG00000005371	Fbxo11	F-box protein 11
chr2	181463157	181463260	104	*	Distal Intergenic	2	181421554	181459426	37873	2	72147	ENSMUST00000146446.1	-3731	ENSMUSG00000027583	Zbtb46	zinc finger and BTB domain containing 46
chr19	4228461	4228580	120	*	Intron (ENSMUST00000236364.1/105948585, intron 2 of 3)	19	4231899	4233634	1736	1	69745	ENSMUST00000025773.4	-3319	ENSMUSG00000024854	Pold4	polymerase (DNA-directed), delta 4
chr2	129258679	129258821	143	*	Intron (ENSMUST00000141964.1/ENSMUST00000141964.1, intron 2 of 2)	2	129228022	129231971	3950	1	329513	ENSMUST00000148548.1	30657	ENSMUSG00000056738	A730036I17Rik	RIKEN cDNA A730036I17 gene
chr2	84999913	85000044	132	*	Intron (ENSMUST00000028465.13/228139, intron 10 of 11)	2	84988215	84993886	5672	1	53856	ENSMUST00000028466.11	11698	ENSMUSG00000027072	Prg3	proteoglycan 3
chr16	43889487	43890214	728	*	Promoter (<=1kb)	16	43861407	43889648	28242	2	106248	ENSMUST00000156568.7	0	ENSMUSG00000022704	Qtrt2	queuine tRNA-ribosyltransferase accessory subunit 2
chr7	98120405	98120490	86	*	Promoter (<=1kb)	7	98051060	98119524	68465	2	17921	ENSMUST00000107128.7	-881	ENSMUSG00000030761	Myo7a	myosin VIIA
chr7	4796166	4796257	92	*	Promoter (2-3kb)	7	4793850	4794562	713	1	19943	ENSMUST00000129888.1	2316	ENSMUSG00000030432	Rpl28	ribosomal protein L28
chr17	47332324	47332641	318	*	Intron (ENSMUST00000077951.13/224829, intron 14 of 19)	17	47368887	47378679	9793	1	64657	ENSMUST00000120737.7	-36246	ENSMUSG00000034729	Mrps10	mitochondrial ribosomal protein S10
chr4	106560668	106560777	110	*	Promoter (<=1kb)	4	106561038	106589113	28076	1	74754	ENSMUST00000047973.3	-261	ENSMUSG00000034926	Dhcr24	24-dehydrocholesterol reductase
chr16	8459198	8459367	170	*	Distal Intergenic	16	8470788	8490684	19897	1	239706	ENSMUST00000046470.15	-11421	ENSMUSG00000039345	Mettl22	methyltransferase 22, Kin17 lysine
chr7	144776222	144776303	82	*	Distal Intergenic	7	144650503	144751974	101472	2	101772	ENSMUST00000155175.7	-24248	ENSMUSG00000031075	Ano1	anoctamin 1, calcium activated chloride channel
chr4	101264360	101264566	207	*	Promoter (<=1kb)	4	101181912	101265223	83312	2	16451	ENSMUST00000132292.1	657	ENSMUSG00000028530	Jak1	Janus kinase 1
