seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr11	75881379	75881467	89	*	Intron (ENSMUST00000121287.7/380714, intron 4 of 8)	11	75832137	75911062	78926	2	380714	ENSMUST00000066504.10	29595	ENSMUSG00000020847	Rph3al	rabphilin 3A-like (without C2 domains)
chr1	171848342	171848525	184	*	Intron (ENSMUST00000155802.7/12523, intron 2 of 8)	1	171840633	171886430	45798	1	12523	ENSMUST00000042302.6	7709	ENSMUSG00000038147	Cd84	CD84 antigen
chr12	110682016	110682102	87	*	Promoter (<=1kb)	12	110668851	110682612	13762	2	66323	ENSMUST00000222915.1	510	ENSMUSG00000056508	1700001K19Rik	RIKEN cDNA 1700001K19 gene
chr17	3230250	3230622	373	*	Intron (ENSMUST00000231685.1/ENSMUST00000231685.1, intron 1 of 2)	17	3326573	3518979	192407	1	24001	ENSMUST00000169838.8	-95951	ENSMUSG00000023800	Tiam2	T cell lymphoma invasion and metastasis 2
chr17	70987464	70987595	132	*	Promoter (2-3kb)	17	70976936	70990530	13595	2	67938	ENSMUST00000131820.1	2935	ENSMUSG00000034868	Myl12b	myosin, light chain 12B, regulatory
chr8	122484874	122485238	365	*	Promoter (<=1kb)	8	122481721	122484780	3060	2	234839	ENSMUST00000123671.7	-94	ENSMUSG00000014444	Piezo1	piezo-type mechanosensitive ion channel component 1
chr17	87790796	87790949	154	*	Intron (ENSMUST00000055221.8/210741, intron 1 of 1)	17	87745801	87797994	52194	2	210741	ENSMUST00000055221.8	7045	ENSMUSG00000050138	Kcnk12	potassium channel, subfamily K, member 12
chr8	54511889	54512111	223	*	Distal Intergenic	8	54529580	54583637	54058	1	76294	ENSMUST00000209937.1	-17469	ENSMUSG00000031519	Asb5	ankyrin repeat and SOCs box-containing 5
chr10	98744058	98744473	416	*	Distal Intergenic	10	98914406	98987122	72717	1	67972	ENSMUST00000219557.1	-169933	ENSMUSG00000019943	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1
chr11	58275813	58276088	276	*	Intron (ENSMUST00000108834.2/ENSMUST00000108834.2, intron 1 of 6)	11	58307069	58314613	7545	1	103836	ENSMUST00000153510.8	-30981	ENSMUSG00000037243	Zfp692	zinc finger protein 692
chr2	146423818	146423972	155	*	Intron (ENSMUST00000109986.8/241694, intron 15 of 40)	2	146404835	146412876	8042	2	241694	ENSMUST00000146024.1	-10942	ENSMUSG00000037110	Ralgapa2	Ral GTPase activating protein, alpha subunit 2 (catalytic)
chr11	22793925	22794057	133	*	Intron (ENSMUST00000189990.1/53625, intron 3 of 5)	11	22759738	22859545	99808	2	53625	ENSMUST00000189990.1	65488	ENSMUSG00000051650	B3gnt2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
chr10	16650967	16651076	110	*	Distal Intergenic	10	16951295	16963180	11886	2	100504235	ENSMUST00000208191.1	312104	ENSMUSG00000101969	Gm20125	predicted gene, 20125
chr3	22022588	22022674	87	*	Distal Intergenic	3	22076652	22216594	139943	1	81004	ENSMUST00000193734.5	-53978	ENSMUSG00000027630	Tbl1xr1	transducin (beta)-like 1X-linked receptor 1
chr10	127266130	127266489	360	*	Promoter (<=1kb)	10	127266368	127269803	3436	1	69654	ENSMUST00000217692.1	0	ENSMUSG00000025410	Dctn2	dynactin 2
chr7	30942428	30942711	284	*	Promoter (1-2kb)	7	30942368	30944032	1665	2	84506	ENSMUST00000062620.8	1321	ENSMUSG00000050440	Hamp	hepcidin antimicrobial peptide
chrX	13847619	13847705	87	*	Promoter (1-2kb)	20	13554584	13846578	291995	2	12361	ENSMUST00000152358.7	-1041	ENSMUSG00000031012	Cask	calcium/calmodulin dependent serine protein kinase
chr5	80030798	80030884	87	*	Distal Intergenic	5	81020138	81388784	368647	1	319387	ENSMUST00000147226.7	-989254	ENSMUSG00000037605	Adgrl3	adhesion G protein-coupled receptor L3
chr16	96918612	96918751	140	*	Exon (ENSMUST00000232934.1/ENSMUST00000232934.1, exon 1 of 3)	16	96590840	97170752	579913	2	13508	ENSMUST00000056102.8	252001	ENSMUSG00000050272	Dscam	DS cell adhesion molecule
chr5	53420814	53421736	923	*	Distal Intergenic	5	53466152	53649390	183239	1	19664	ENSMUST00000201991.3	-44416	ENSMUSG00000039191	Rbpj	recombination signal binding protein for immunoglobulin kappa J region
chr13	81051038	81051247	210	*	Promoter (<=1kb)	13	81051181	81078963	27783	1	319983	ENSMUST00000223730.1	0	ENSMUSG00000097098	9330111N05Rik	RIKEN cDNA 9330111N05 gene
chr5	98018157	98018517	361	*	Intron (ENSMUST00000031281.13/71914, intron 3 of 16)	5	97882783	98030962	148180	2	71914	ENSMUST00000031281.13	12445	ENSMUSG00000029338	Antxr2	anthrax toxin receptor 2
chr2	131902978	131903336	359	*	Distal Intergenic	2	131909928	131938429	28502	1	19122	ENSMUST00000091288.12	-6592	ENSMUSG00000079037	Prnp	prion protein
chr1	60017069	60017371	303	*	Intron (ENSMUST00000027172.12/70375, intron 3 of 10)	1	60015255	60022615	7361	2	70375	ENSMUST00000187364.1	5244	ENSMUSG00000026018	Ica1l	islet cell autoantigen 1-like
chr10	62332582	62332818	237	*	Intron (ENSMUST00000099691.10/15275, intron 1 of 17)	10	62296093	62327767	31675	2	15275	ENSMUST00000139228.7	-4815	ENSMUSG00000037012	Hk1	hexokinase 1
chr14	67674784	67674873	90	*	Exon (ENSMUST00000175674.1/ENSMUST00000175674.1, exon 1 of 1)	14	67677796	67696734	18939	2	108912	ENSMUST00000131179.7	21861	ENSMUSG00000048922	Cdca2	cell division cycle associated 2
chr15	97468762	97469107	346	*	Distal Intergenic	15	97361217	97384349	23133	1	239647	ENSMUST00000226495.1	107545	ENSMUSG00000044250	Pced1b	PC-esterase domain containing 1B
chr1	151285111	151285362	252	*	Distal Intergenic	1	151344477	151364422	19946	1	117198	ENSMUST00000023918.12	-59115	ENSMUSG00000023150	Ivns1abp	influenza virus NS1A binding protein
chr5	146844897	146845238	342	*	Promoter (<=1kb)	5	146845071	146847726	2656	1	68895	ENSMUST00000031646.7	0	ENSMUSG00000029641	Rasl11a	RAS-like, family 11, member A
chr4	46410773	46410957	185	*	Promoter (2-3kb)	4	46393989	46413506	19518	2	93966	ENSMUST00000071096.2	2549	ENSMUSG00000028332	Hemgn	hemogen
chr12	51998511	51998843	333	*	3' UTR	12	51988312	52006501	18190	2	328092	ENSMUST00000085404.9	7658	ENSMUSG00000020956	Dtd2	D-tyrosyl-tRNA deacylase 2
chr18	89768917	89769198	282	*	Promoter (<=1kb)	18	89292424	89769528	477105	2	623279	ENSMUST00000097495.4	330	ENSMUSG00000073514	Dok6	docking protein 6
chr9	80258466	80258685	220	*	Exon (ENSMUST00000035889.14/17920, exon 12 of 33)	9	80262047	80266671	4625	1	17920	ENSMUST00000130496.1	-3362	ENSMUSG00000033577	Myo6	myosin VI
chr13	97857894	97858227	334	*	Distal Intergenic	13	97942202	97946927	4726	2	110596	ENSMUST00000225269.1	88700	ENSMUSG00000021662	Arhgef28	Rho guanine nucleotide exchange factor 28
chr7	27552207	27552309	103	*	Promoter (<=1kb)	7	27539651	27553016	13366	2	18807	ENSMUST00000131106.7	707	ENSMUSG00000003363	Pld3	phospholipase D family member 3
chr2	125217446	125217530	85	*	Exon (ENSMUST00000123574.1/ENSMUST00000123574.1, exon 1 of 3)	2	125247190	125257748	10559	1	110074	ENSMUST00000082122.13	-29660	ENSMUSG00000027203	Dut	deoxyuridine triphosphatase
chr12	25108967	25109027	61	*	Distal Intergenic	12	25093799	25097140	3342	2	15902	ENSMUST00000221761.1	-11827	ENSMUSG00000020644	Id2	inhibitor of DNA binding 2
chr6	57827559	57827676	118	*	Promoter (2-3kb)	6	57752265	57825159	72895	2	232023	ENSMUST00000114297.4	-2400	ENSMUSG00000037788	Vopp1	vesicular, overexpressed in cancer, prosurvival protein 1
chr4	114786757	114786852	96	*	Distal Intergenic	4	114821722	114856166	34445	1	433746	ENSMUST00000137570.1	-34870	ENSMUSG00000055198	Gm12830	predicted gene 12830
chr17	50318933	50319114	182	*	Distal Intergenic	17	50279397	50293636	14240	2	13164	ENSMUST00000010736.8	-25297	ENSMUSG00000010592	Dazl	deleted in azoospermia-like
chr11	4292392	4292485	94	*	Distal Intergenic	11	4267095	4272514	5420	1	16878	ENSMUST00000040750.3	25297	ENSMUSG00000034394	Lif	leukemia inhibitory factor
chr11	75937684	75937838	155	*	Promoter (<=1kb)	11	75830999	75937738	106740	2	380714	ENSMUST00000121287.7	0	ENSMUSG00000020847	Rph3al	rabphilin 3A-like (without C2 domains)
chr2	146134414	146134570	157	*	Intron (ENSMUST00000133433.7/78774, intron 22 of 26)	2	146152344	146214960	62617	1	78774	ENSMUST00000143896.1	-17774	ENSMUSG00000037143	Cfap61	cilia and flagella associated protein 61
chr4	66927557	66928053	497	*	Intron (ENSMUST00000107365.2/21898, intron 3 of 3)	4	66828202	66839618	11417	1	21898	ENSMUST00000147008.1	99355	ENSMUSG00000039005	Tlr4	toll-like receptor 4
chr1	124718269	124718361	93	*	Intron (ENSMUST00000239072.1/269109, intron 1 of 25)	1	123332142	124846039	1513898	2	269109	ENSMUST00000239072.1	127678	ENSMUSG00000036815	Dpp10	dipeptidylpeptidase 10
chr15	96638170	96638390	221	*	Intron (ENSMUST00000088454.12/105727, intron 1 of 15)	15	96575987	96641962	65976	2	105727	ENSMUST00000100262.3	3572	ENSMUSG00000023169	Slc38a1	solute carrier family 38, member 1
chr13	107449827	107449989	163	*	Distal Intergenic	13	107469822	107474432	4611	1	105120	ENSMUST00000225957.1	-19833	ENSMUSG00000114780	AI197445	expressed sequence AI197445
chr9	14835414	14835660	247	*	3' UTR	9	14860210	14870789	10580	1	14608	ENSMUST00000034408.11	-24550	ENSMUSG00000031932	Gpr83	G protein-coupled receptor 83
chr12	4279369	4279652	284	*	Intron (ENSMUST00000085814.4/17977, intron 13 of 22)	12	4252796	4274947	22152	2	17977	ENSMUST00000218191.1	-4422	ENSMUSG00000020647	Ncoa1	nuclear receptor coactivator 1
chr7	47008766	47008915	150	*	Promoter (<=1kb)	7	46990396	47008411	18016	2	101685	ENSMUST00000061639.9	-355	ENSMUSG00000049516	Spty2d1	SPT2 chromatin protein domain containing 1
chr12	69757766	69758164	399	*	Intron (ENSMUST00000021377.4/71091, intron 4 of 9)	12	69763835	69763944	110	2	751538	ENSMUST00000102111.1	5780	ENSMUSG00000076065	Mir681	microRNA 681
chr1	64118360	64118521	162	*	Promoter (2-3kb)	1	64041926	64121482	79557	2	93691	ENSMUST00000055001.9	2961	ENSMUSG00000025959	Klf7	Kruppel-like transcription factor 7 (ubiquitous)
chr16	49807422	49807653	232	*	Intron (ENSMUST00000229640.1/16423, intron 3 of 12)	16	49800533	49911046	110514	1	16423	ENSMUST00000229640.1	6889	ENSMUSG00000055447	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)
chr4	141382565	141382648	84	*	Intron (ENSMUST00000006380.4/277743, intron 5 of 6)	4	141391396	141394827	3432	2	12733	ENSMUST00000150334.1	12179	ENSMUSG00000033770	Clcnka	chloride channel, voltage-sensitive Ka
chr18	12667205	12667448	244	*	Intron (ENSMUST00000234974.1/72747, intron 1 of 7)	18	12689728	12698461	8734	1	72747	ENSMUST00000234848.1	-22280	ENSMUSG00000024424	Ttc39c	tetratricopeptide repeat domain 39C
chr6	7783111	7783411	301	*	Distal Intergenic	6	7844842	7875687	30846	1	94192	ENSMUST00000040159.5	-61431	ENSMUSG00000042460	C1galt1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1
chr6	125572804	125573173	370	*	Intron (ENSMUST00000100941.8/22371, intron 7 of 10)	6	125566251	125578578	12328	1	22371	ENSMUST00000126709.1	6553	ENSMUSG00000001930	Vwf	Von Willebrand factor
chr12	77178319	77178496	178	*	Distal Intergenic	12	77238125	77475985	237861	1	53618	ENSMUST00000177595.8	-59629	ENSMUSG00000021065	Fut8	fucosyltransferase 8
chr19	31811518	31811596	79	*	Distal Intergenic	19	30564489	31765033	1200545	2	19091	ENSMUST00000065067.13	-46485	ENSMUSG00000052920	Prkg1	protein kinase, cGMP-dependent, type I
chr3	126952816	126952913	98	*	Promoter (2-3kb)	3	126940112	126955873	15762	2	109676	ENSMUST00000182025.5	2960	ENSMUSG00000032826	Ank2	ankyrin 2, brain
chr15	57980766	57980989	224	*	Distal Intergenic	15	57985419	58011009	25591	1	239463	ENSMUST00000160942.7	-4430	ENSMUSG00000051225	Fam83a	family with sequence similarity 83, member A
chr17	8009608	8009860	253	*	Intron (ENSMUST00000231840.1/381059, intron 3 of 3)	17	7975887	7979504	3618	1	66832	ENSMUST00000232233.1	33721	ENSMUSG00000073471	Rsph3a	radial spoke 3A homolog (Chlamydomonas)
chr10	75836154	75836334	181	*	Promoter (1-2kb)	10	75831114	75837367	6254	2	14872	ENSMUST00000220440.1	1033	ENSMUSG00000033318	Gstt2	glutathione S-transferase, theta 2
chr18	46344725	46344922	198	*	Distal Intergenic	18	46282151	46311928	29778	2	240261	ENSMUST00000072835.6	-32797	ENSMUSG00000071855	Ccdc112	coiled-coil domain containing 112
chr18	66447844	66448020	177	*	Distal Intergenic	18	66458533	66465560	7028	1	58801	ENSMUST00000025399.8	-10513	ENSMUSG00000024521	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1
chr3	107087539	107087717	179	*	Intron (ENSMUST00000182400.7/ENSMUST00000182400.7, intron 1 of 5)	3	107101146	107107737	6592	1	16490	ENSMUST00000197470.4	-13429	ENSMUSG00000040724	Kcna2	potassium voltage-gated channel, shaker-related subfamily, member 2
chr7	19012091	19012224	134	*	Distal Intergenic	7	19004044	19006777	2734	1	272359	ENSMUST00000053713.4	8047	ENSMUSG00000044030	Irf2bp1	interferon regulatory factor 2 binding protein 1
chr18	24913578	24913680	103	*	Intron (ENSMUST00000037097.8/225288, intron 5 of 26)	18	24709445	25133501	424057	1	225288	ENSMUST00000234834.1	204133	ENSMUSG00000034295	Fhod3	formin homology 2 domain containing 3
chr15	36548211	36548300	90	*	Promoter (2-3kb)	15	36537508	36546145	8638	2	66696	ENSMUST00000160936.2	-2066	ENSMUSG00000013611	Snx31	sorting nexin 31
chr17	36869324	36869608	285	*	Promoter (<=1kb)	17	36869574	36877833	8260	1	19824	ENSMUST00000060524.10	0	ENSMUSG00000073400	Trim10	tripartite motif-containing 10
chr5	147388884	147389385	502	*	Intron (ENSMUST00000049324.12/14255, intron 1 of 23)	5	147330741	147400489	69749	2	14255	ENSMUST00000049324.12	11104	ENSMUSG00000042817	Flt3	FMS-like tyrosine kinase 3
chr9	112265055	112265276	222	*	Intron (ENSMUST00000144424.8/620760, intron 1 of 3)	9	112256574	112348925	92352	1	620760	ENSMUST00000163302.1	8481	ENSMUSG00000087038	2900079G21Rik	RIKEN cDNA 2900079G21 gene
chr8	90379234	90379339	106	*	Distal Intergenic	8	90247040	90348343	101304	2	244579	ENSMUST00000109621.9	-30891	ENSMUSG00000043668	Tox3	TOX high mobility group box family member 3
chr9	94691685	94692047	363	*	Intron (ENSMUST00000033463.9/331004, intron 2 of 15)	9	94669932	94718846	48915	1	331004	ENSMUST00000162870.1	21753	ENSMUSG00000031129	Slc9a9	solute carrier family 9 (sodium/hydrogen exchanger), member 9
chr16	49859185	49859357	173	*	Intron (ENSMUST00000229640.1/16423, intron 4 of 12)	16	49855787	49910876	55090	1	16423	ENSMUST00000230641.1	3398	ENSMUSG00000055447	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)
chr11	19135621	19135938	318	*	Distal Intergenic	11	19065276	19075740	10465	1	74059	ENSMUST00000144854.1	70345	ENSMUSG00000086025	4933406G16Rik	RIKEN cDNA 4933406G16 gene
chr7	80166773	80167083	311	*	Distal Intergenic	7	80186841	80226527	39687	1	20352	ENSMUST00000032754.8	-19758	ENSMUSG00000030539	Sema4b	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B
chr13	63284924	63285036	113	*	Intron (ENSMUST00000091560.10/72061, intron 13 of 14)	13	63281907	63298859	16953	1	72061	ENSMUST00000221501.1	3017	ENSMUSG00000021458	Aopep	aminopeptidase O
chr9	58232505	58232687	183	*	Promoter (<=1kb)	9	58218542	58233385	14844	2	18854	ENSMUST00000148628.7	698	ENSMUSG00000036986	Pml	promyelocytic leukemia
chr10	56377953	56378178	226	*	Promoter (<=1kb)	10	56378442	56387717	9276	1	14609	ENSMUST00000218444.1	-264	ENSMUSG00000050953	Gja1	gap junction protein, alpha 1
chr2	80524292	80524750	459	*	Promoter (<=1kb)	2	80506891	80525680	18790	2	50884	ENSMUST00000154793.1	930	ENSMUSG00000027002	Nckap1	NCK-associated protein 1
chr13	83608991	83609744	754	*	Intron (ENSMUST00000198199.4/17260, intron 4 of 10)	13	83625603	83662736	37134	1	17260	ENSMUST00000200138.4	-15859	ENSMUSG00000005583	Mef2c	myocyte enhancer factor 2C
chr16	90315951	90316181	231	*	Exon (ENSMUST00000232436.1/ENSMUST00000232436.1, exon 1 of 2)	16	90228957	90284503	55547	2	224432	ENSMUST00000232371.1	-31448	ENSMUSG00000022983	Scaf4	SR-related CTD-associated factor 4
chr3	87901152	87901703	552	*	Distal Intergenic	3	87906321	87916132	9812	1	15191	ENSMUST00000005017.14	-4618	ENSMUSG00000004897	Hdgf	heparin binding growth factor
chr2	84051848	84052372	525	*	Distal Intergenic	2	83916764	83941228	24465	2	71861	ENSMUST00000152829.1	-110620	ENSMUSG00000034552	Zswim2	zinc finger SWIM-type containing 2
chr19	6382468	6382544	77	*	Promoter (1-2kb)	19	6384399	6398459	14061	1	19309	ENSMUST00000035269.14	-1855	ENSMUSG00000032648	Pygm	muscle glycogen phosphorylase
chr11	120510668	120510974	307	*	Distal Intergenic	11	120497725	120498277	553	1	27376	ENSMUST00000152187.1	12943	ENSMUSG00000025792	Slc25a10	solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10
chr13	48838403	48838543	141	*	Intron (ENSMUST00000035540.8/18676, intron 1 of 21)	13	48801750	48871119	69370	2	18676	ENSMUST00000035540.8	32576	ENSMUSG00000038025	Phf2	PHD finger protein 2
chr16	73097315	73097448	134	*	Intron (ENSMUST00000232248.1/ENSMUST00000232248.1, intron 1 of 5)	16	72983755	72989878	6124	1	19876	ENSMUST00000231566.1	113560	ENSMUSG00000022883	Robo1	roundabout guidance receptor 1
chr14	122023208	122023329	122	*	Distal Intergenic	14	122034674	122038420	3747	1	223262	ENSMUST00000045976.6	-11345	ENSMUSG00000071229	Timm8a2	translocase of inner mitochondrial membrane 8A2
chr8	77544469	77544763	295	*	Distal Intergenic	8	77549397	77581338	31942	1	102182	ENSMUST00000056237.14	-4634	ENSMUSG00000037134	Prmt9	protein arginine methyltransferase 9
chr8	107503396	107503668	273	*	Promoter (<=1kb)	8	107502568	107533252	30685	1	66894	ENSMUST00000212737.1	828	ENSMUSG00000031930	Wwp2	WW domain containing E3 ubiquitin protein ligase 2
chr15	7044539	7044681	143	*	Distal Intergenic	15	7090614	7164566	73953	1	16880	ENSMUST00000228723.1	-45933	ENSMUSG00000054263	Lifr	LIF receptor alpha
chr16	8884028	8884117	90	*	Distal Intergenic	16	8831321	8844131	12811	1	69053	ENSMUST00000229318.1	52707	ENSMUSG00000022507	Hapstr1	HUWE1 associated protein modifying stress responses
chr13	100642655	100642852	198	*	Intron (ENSMUST00000022136.13/19356, intron 4 of 16)	13	100650979	100666359	15381	1	102216272	ENSMUST00000022135.14	-8127	ENSMUSG00000078941	Ak6	adenylate kinase 6
chr9	72438111	72438591	481	*	Promoter (<=1kb)	9	72438526	72452742	14217	1	17427	ENSMUST00000184604.7	0	ENSMUSG00000032221	Mns1	meiosis-specific nuclear structural protein 1
chr11	88946315	88946463	149	*	Intron (ENSMUST00000000287.8/74617, intron 3 of 12)	11	88924020	88955465	31446	2	74617	ENSMUST00000000287.8	9002	ENSMUSG00000000278	Scpep1	serine carboxypeptidase 1
chr13	112801482	112801587	106	*	Promoter (<=1kb)	13	112800863	112867642	66780	1	19012	ENSMUST00000070951.7	619	ENSMUSG00000021759	Plpp1	phospholipid phosphatase 1
chr18	50043021	50043141	121	*	Exon (ENSMUST00000151719.1/102635912, exon 3 of 4)	18	50051718	50090357	38640	1	106869	ENSMUST00000134348.7	-8577	ENSMUSG00000062210	Tnfaip8	tumor necrosis factor, alpha-induced protein 8
chr5	86792355	86792579	225	*	Intron (ENSMUST00000198859.1/231386, intron 2 of 4)	5	86804221	86836654	32434	1	231386	ENSMUST00000119339.7	-11642	ENSMUSG00000035851	Ythdc1	YTH domain containing 1
chr16	49049346	49049495	150	*	Distal Intergenic	16	49057486	49199104	141619	1	667772	ENSMUST00000168680.1	-7991	ENSMUSG00000092009	Myh15	myosin, heavy chain 15
chr14	55054329	55054616	288	*	Promoter (<=1kb)	14	55054945	55097525	42581	1	105663	ENSMUST00000183822.2	-329	ENSMUSG00000045691	Thtpa	thiamine triphosphatase
chr18	44757751	44758007	257	*	Intron (ENSMUST00000089874.8/328949, intron 2 of 18)	18	44711435	44724658	13224	2	328949	ENSMUST00000201270.1	-33093	ENSMUSG00000071856	Mcc	mutated in colorectal cancers
chr2	112232673	112232963	291	*	Distal Intergenic	2	112239468	112247111	7644	1	99010	ENSMUST00000028554.3	-6505	ENSMUSG00000027134	Lpcat4	lysophosphatidylcholine acyltransferase 4
chr1	165628708	165628911	204	*	Intron (ENSMUST00000068705.12/68481, intron 1 of 4)	1	165608438	165634086	25649	2	68481	ENSMUST00000193172.1	5175	ENSMUSG00000026566	Mpzl1	myelin protein zero-like 1
chr3	28186010	28186099	90	*	Intron (ENSMUST00000209618.1/ENSMUST00000209618.1, intron 2 of 4)	3	28109759	28130795	21037	1	18805	ENSMUST00000126594.2	76251	ENSMUSG00000027695	Pld1	phospholipase D1
chr2	5710057	5710149	93	*	Intron (ENSMUST00000044009.13/227541, intron 1 of 10)	2	5565486	5714503	149018	2	227541	ENSMUST00000155927.1	4354	ENSMUSG00000039145	Camk1d	calcium/calmodulin-dependent protein kinase ID
chr6	4747949	4748025	77	*	Promoter (<=1kb)	6	4747406	4760517	13112	1	170676	ENSMUST00000176551.2	543	ENSMUSG00000092035	Peg10	paternally expressed 10
chr11	24234570	24234656	87	*	Distal Intergenic	11	24142379	24163291	20913	1	14025	ENSMUST00000127494.1	92191	ENSMUSG00000000861	Bcl11a	BCL11 transcription factor A
chr5	65900263	65900429	167	*	Distal Intergenic	5	65934921	65969160	34240	1	231252	ENSMUST00000202957.1	-34492	ENSMUSG00000029205	Chrna9	cholinergic receptor, nicotinic, alpha polypeptide 9
chr12	8771126	8771252	127	*	Promoter (<=1kb)	12	8771323	8793715	22393	1	20969	ENSMUST00000020911.13	-71	ENSMUSG00000020592	Sdc1	syndecan 1
chr17	83736868	83737054	187	*	Intron (ENSMUST00000112350.7/116871, intron 3 of 13)	17	83729164	83753868	24705	1	116871	ENSMUST00000177416.1	7704	ENSMUSG00000055817	Mta3	metastasis associated 3
chr18	56977740	56978405	666	*	Promoter (2-3kb)	18	56955833	56975368	19536	2	77422	ENSMUST00000025488.14	-2372	ENSMUSG00000024592	C330018D20Rik	RIKEN cDNA C330018D20 gene
chr7	35710367	35710687	321	*	Promoter (1-2kb)	7	35707633	35708651	1019	2	233115	ENSMUST00000150862.1	-1716	ENSMUSG00000043671	Dpy19l3	dpy-19 like C-mannosyltransferase 3
chr1	170147739	170147873	135	*	Intron (ENSMUST00000111350.9/107652, intron 8 of 9)	1	170142034	170143713	1680	2	107652	ENSMUST00000161492.1	-4026	ENSMUSG00000026670	Uap1	UDP-N-acetylglucosamine pyrophosphorylase 1
chr15	98580248	98580426	179	*	Intron (ENSMUST00000023728.7/73863, intron 1 of 3)	15	98571004	98589580	18577	1	73863	ENSMUST00000023728.7	9244	ENSMUSG00000022993	Spmip11	sperm microtubule inner protein 11
chr8	84901799	84901997	199	*	Promoter (<=1kb)	8	84901928	84905291	3364	1	16596	ENSMUST00000067060.8	0	ENSMUSG00000054191	Klf1	Kruppel-like transcription factor 1 (erythroid)
chr2	163686359	163686543	185	*	Exon (ENSMUST00000154065.1/ENSMUST00000154065.1, exon 2 of 2)	2	163694038	163726152	32115	1	18769	ENSMUST00000109400.2	-7495	ENSMUSG00000035268	Pkig	protein kinase inhibitor, gamma
chr13	113829084	113829430	347	*	Intron (ENSMUST00000091201.6/218639, intron 1 of 4)	13	113794622	114155276	360655	1	218639	ENSMUST00000224068.1	34462	ENSMUSG00000042348	Arl15	ADP-ribosylation factor-like 15
chr2	59529692	59529781	90	*	Distal Intergenic	2	59484669	59505020	20352	1	76747	ENSMUST00000144415.1	45023	ENSMUSG00000026989	Dapl1	death associated protein-like 1
chr16	30717719	30717850	132	*	Distal Intergenic	16	30599723	30602797	3075	1	224093	ENSMUST00000059078.3	117996	ENSMUSG00000046546	Fam43a	family with sequence similarity 43, member A
chr14	122557372	122557751	380	*	Exon (ENSMUST00000148172.1/110821, exon 2 of 5)	14	122534345	122650284	115940	1	110821	ENSMUST00000135578.7	23027	ENSMUSG00000041650	Pcca	propionyl-Coenzyme A carboxylase, alpha polypeptide
chr7	134289988	134290090	103	*	Intron (ENSMUST00000094002.9/71007, intron 5 of 7)	7	134266275	134341986	75712	2	71007	ENSMUST00000106129.8	51896	ENSMUSG00000030994	D7Ertd443e	DNA segment, Chr 7, ERATO Doi 443, expressed
chr5	141759034	141759123	90	*	Intron (ENSMUST00000085774.10/330222, intron 4 of 44)	5	141856787	142213194	356408	1	330222	ENSMUST00000074546.6	-97664	ENSMUSG00000039683	Sdk1	sidekick cell adhesion molecule 1
chr8	114390943	114391126	184	*	Distal Intergenic	8	114368116	114374070	5955	1	270097	ENSMUST00000124143.1	22827	ENSMUSG00000046844	Vat1l	vesicle amine transport protein 1 like
chr10	75429518	75430011	494	*	Promoter (1-2kb)	10	75428181	75430319	2139	1	103149	ENSMUST00000129946.1	1337	ENSMUSG00000033427	Upb1	ureidopropionase, beta
chrX	157482937	157483199	263	*	Intron (ENSMUST00000112529.7/20603, intron 1 of 10)	20	157465864	157491372	25509	2	20603	ENSMUST00000123770.1	8173	ENSMUSG00000071708	Sms	spermine synthase
chr17	66107016	66107151	136	*	Distal Intergenic	17	66111545	66120503	8959	1	68767	ENSMUST00000072383.13	-4394	ENSMUSG00000024101	Washc1	WASH complex subunit 1
chr14	106155296	106155479	184	*	Distal Intergenic	14	106106199	106135859	29661	1	212085	ENSMUST00000194236.1	49097	ENSMUSG00000022113	Trim52	tripartite motif-containing 52
chr15	35939985	35940062	78	*	Promoter (1-2kb)	15	35931976	35938246	6271	2	12864	ENSMUST00000014457.14	-1739	ENSMUSG00000014313	Cox6c	cytochrome c oxidase subunit 6C
chr8	105622434	105622846	413	*	Intron (ENSMUST00000194091.5/11604, intron 1 of 5)	8	105615466	105615573	108	1	100316712	ENSMUST00000158807.1	6968	ENSMUSG00000089432	Mir1966	microRNA 1966
chr5	147702520	147702668	149	*	Intron (ENSMUST00000031653.11/14254, intron 1 of 29)	5	147635159	147725988	90830	2	14254	ENSMUST00000110529.5	23320	ENSMUSG00000029648	Flt1	FMS-like tyrosine kinase 1
chr3	157700120	157700261	142	*	Distal Intergenic	3	157566900	157644756	77857	1	19218	ENSMUST00000173533.1	133220	ENSMUSG00000040016	Ptger3	prostaglandin E receptor 3 (subtype EP3)
chr5	72868358	72868904	547	*	Promoter (<=1kb)	5	72755716	72868444	112729	2	21682	ENSMUST00000071944.12	0	ENSMUSG00000029217	Tec	tec protein tyrosine kinase
